tweet_id,hs,aggressiveness,offensiveness,irony,stereotype,tweet_id_full
8.08E+17,no,no,no,no,yes,8.07884E+17
8.08E+17,no,no,no,no,no,8.07943E+17
8.08E+17,no,no,no,no,no,8.08011E+17
8.08E+17,no,no,weak,no,no,8.08014E+17
8.08E+17,no,no,no,no,no,8.08027E+17
8.08E+17,no,no,no,no,no,8.08095E+17
8.08E+17,no,no,no,no,no,8.08201E+17
8.08E+17,no,no,weak,yes,yes,8.08205E+17
8.08E+17,no,no,no,no,no,8.08288E+17
8.08E+17,no,no,no,yes,no,8.08323E+17
8.08E+17,no,no,no,no,no,8.08325E+17
8.08E+17,no,no,no,no,no,8.08331E+17
8.08E+17,no,weak,weak,no,yes,8.08379E+17
8.08E+17,no,weak,weak,yes,yes,8.08389E+17
8.08E+17,no,no,no,no,no,8.08398E+17
8.08E+17,yes,no,strong,no,yes,8.084E+17
8.08E+17,no,weak,no,yes,yes,8.08404E+17
8.09E+17,no,no,no,no,no,8.0857E+17
8.09E+17,no,no,no,no,yes,8.08596E+17
8.09E+17,yes,weak,no,yes,yes,8.08737E+17
8.09E+17,yes,no,weak,no,yes,8.08829E+17
8.09E+17,no,no,no,no,no,8.08846E+17
8.09E+17,no,no,no,no,no,8.08889E+17
8.09E+17,no,no,no,no,no,8.08993E+17
8.09E+17,no,no,no,no,no,8.08999E+17
8.09E+17,no,no,no,no,no,8.091E+17
8.09E+17,yes,weak,weak,no,yes,8.09123E+17
8.09E+17,no,no,no,no,no,8.09133E+17
8.09E+17,no,no,no,no,yes,8.09314E+17
8.09E+17,no,no,no,no,no,8.09334E+17
8.09E+17,no,no,no,no,no,8.0935E+17
8.09E+17,yes,strong,strong,no,no,8.09361E+17
8.09E+17,no,no,no,no,no,8.09405E+17
8.09E+17,no,no,no,no,no,8.09452E+17
8.09E+17,no,no,weak,no,yes,8.09473E+17
8.10E+17,no,no,no,no,yes,8.09683E+17
8.10E+17,no,no,no,no,no,8.09713E+17
8.10E+17,yes,no,weak,no,yes,8.09749E+17
8.10E+17,no,no,no,no,no,8.0979E+17
8.10E+17,no,weak,weak,no,yes,8.09846E+17
8.10E+17,no,no,no,no,yes,8.10062E+17
8.10E+17,no,no,no,no,no,8.10081E+17
8.10E+17,no,no,no,no,no,8.10085E+17
8.10E+17,no,no,no,no,no,8.10087E+17
8.10E+17,no,no,no,no,no,8.10087E+17
8.10E+17,no,no,no,no,no,8.10089E+17
8.10E+17,yes,weak,strong,no,yes,8.10117E+17
8.10E+17,no,no,no,no,no,8.10119E+17
8.10E+17,no,no,no,no,no,8.10143E+17
8.10E+17,no,no,no,no,no,8.10157E+17
8.10E+17,no,no,weak,yes,no,8.10163E+17
8.10E+17,no,no,no,no,no,8.10184E+17
8.10E+17,no,no,no,no,yes,8.1019E+17
8.10E+17,no,no,no,no,no,8.10209E+17
8.10E+17,no,no,no,no,no,8.10221E+17
8.10E+17,no,no,strong,no,no,8.10339E+17
8.10E+17,no,no,no,no,no,8.10415E+17
8.10E+17,no,no,no,no,no,8.10448E+17
8.10E+17,no,no,no,no,no,8.10455E+17
8.10E+17,no,no,no,no,no,8.10476E+17
8.10E+17,no,no,no,no,no,8.10498E+17
8.10E+17,no,no,no,no,no,8.10499E+17
8.11E+17,yes,strong,strong,no,yes,8.1054E+17
8.11E+17,no,no,no,no,no,8.10744E+17
8.11E+17,no,no,no,no,no,8.10744E+17
8.11E+17,no,weak,no,no,no,8.10786E+17
8.11E+17,no,no,no,no,yes,8.10805E+17
8.11E+17,no,no,no,no,yes,8.10826E+17
8.11E+17,no,weak,weak,no,yes,8.10833E+17
8.11E+17,no,no,no,no,no,8.1085E+17
8.11E+17,no,no,no,yes,no,8.10875E+17
8.11E+17,no,no,no,no,no,8.10894E+17
8.11E+17,no,no,no,no,no,8.10925E+17
8.11E+17,yes,weak,strong,no,yes,8.10943E+17
8.11E+17,no,no,strong,no,yes,8.10944E+17
8.11E+17,no,no,no,no,no,8.10951E+17
8.11E+17,yes,weak,weak,no,yes,8.10954E+17
8.11E+17,yes,no,no,yes,yes,8.10957E+17
8.11E+17,no,no,strong,yes,no,8.10957E+17
8.11E+17,no,no,no,no,no,8.10961E+17
8.11E+17,no,weak,no,no,no,8.10966E+17
8.11E+17,yes,strong,no,no,no,8.10968E+17
8.11E+17,no,no,no,yes,yes,8.10987E+17
8.11E+17,no,no,no,no,no,8.11021E+17
8.11E+17,no,no,no,no,no,8.11074E+17
8.11E+17,no,no,no,no,no,8.11121E+17
8.11E+17,no,no,no,no,no,8.11123E+17
8.11E+17,no,no,no,no,no,8.1114E+17
8.11E+17,no,no,weak,no,yes,8.11154E+17
8.11E+17,no,no,no,no,no,8.11157E+17
8.11E+17,no,weak,no,no,yes,8.11173E+17
8.11E+17,no,no,no,no,no,8.11183E+17
8.11E+17,no,no,weak,no,yes,8.11185E+17
8.11E+17,yes,weak,strong,no,yes,8.1119E+17
8.11E+17,no,no,no,no,no,8.11202E+17
8.11E+17,no,no,no,no,no,8.11213E+17
8.11E+17,no,no,no,no,yes,8.11223E+17
8.11E+17,yes,strong,no,no,yes,8.11239E+17
8.11E+17,no,no,no,no,no,8.11244E+17
8.11E+17,no,no,no,no,no,8.11251E+17
8.11E+17,no,weak,no,no,no,8.11266E+17
8.11E+17,no,no,no,no,no,8.11295E+17
8.11E+17,no,no,weak,no,yes,8.11336E+17
8.11E+17,no,no,weak,yes,no,8.11359E+17
8.11E+17,no,no,no,no,no,8.11459E+17
8.11E+17,no,no,no,no,no,8.11472E+17
8.11E+17,no,no,no,no,no,8.11492E+17
8.11E+17,no,no,no,no,no,8.11497E+17
8.12E+17,no,no,no,no,no,8.11518E+17
8.12E+17,no,no,no,yes,no,8.1153E+17
8.12E+17,no,no,no,yes,no,8.11536E+17
8.12E+17,no,no,no,no,yes,8.11567E+17
8.12E+17,yes,weak,weak,no,no,8.11586E+17
8.12E+17,no,no,no,no,no,8.11654E+17
8.12E+17,no,strong,no,no,no,8.11663E+17
8.12E+17,no,no,no,no,no,8.11671E+17
8.12E+17,no,no,no,no,no,8.11685E+17
8.12E+17,no,weak,no,no,no,8.11766E+17
8.12E+17,no,weak,no,no,no,8.11796E+17
8.12E+17,no,no,no,no,no,8.11836E+17
8.12E+17,no,no,no,no,no,8.11837E+17
8.12E+17,no,no,no,yes,no,8.11872E+17
8.12E+17,no,no,weak,no,yes,8.11939E+17
8.12E+17,no,no,no,no,yes,8.11948E+17
8.12E+17,no,no,no,no,no,8.11951E+17
8.12E+17,no,no,no,no,no,8.11982E+17
8.12E+17,yes,strong,no,no,yes,8.11987E+17
8.12E+17,no,no,no,no,no,8.12006E+17
8.12E+17,no,no,no,no,no,8.12006E+17
8.12E+17,no,no,no,no,no,8.12018E+17
8.12E+17,no,no,no,no,no,8.12021E+17
8.12E+17,no,no,weak,no,yes,8.12022E+17
8.12E+17,no,no,no,no,no,8.12033E+17
8.12E+17,no,no,no,yes,yes,8.1205E+17
8.12E+17,no,no,no,no,no,8.12051E+17
8.12E+17,no,no,no,no,no,8.12065E+17
8.12E+17,no,no,no,no,no,8.12203E+17
8.12E+17,no,no,no,no,no,8.12222E+17
8.12E+17,no,no,no,no,no,8.12222E+17
8.12E+17,no,no,no,no,no,8.12226E+17
8.12E+17,no,no,no,no,no,8.12237E+17
8.12E+17,yes,weak,weak,no,yes,8.12241E+17
8.12E+17,yes,strong,strong,no,yes,8.12243E+17
8.12E+17,no,no,no,no,no,8.12251E+17
8.12E+17,no,no,no,no,no,8.12251E+17
8.12E+17,no,no,no,yes,no,8.12254E+17
8.12E+17,no,no,no,no,no,8.12256E+17
8.12E+17,no,no,no,no,no,8.12262E+17
8.12E+17,no,no,no,no,no,8.1227E+17
8.12E+17,no,no,no,yes,no,8.12285E+17
8.12E+17,no,no,no,no,no,8.12287E+17
8.12E+17,no,no,no,no,no,8.12287E+17
8.12E+17,no,no,no,no,no,8.12304E+17
8.12E+17,no,no,no,no,no,8.12308E+17
8.12E+17,no,no,no,no,no,8.12314E+17
8.12E+17,no,no,no,no,no,8.12315E+17
8.12E+17,no,no,no,no,no,8.12317E+17
8.12E+17,no,no,weak,no,no,8.12319E+17
8.12E+17,no,weak,weak,no,yes,8.12322E+17
8.12E+17,no,no,no,no,yes,8.12324E+17
8.12E+17,yes,strong,weak,no,yes,8.12327E+17
8.12E+17,no,no,no,no,no,8.12335E+17
8.12E+17,no,no,no,no,no,8.12342E+17
8.12E+17,no,no,no,no,no,8.12347E+17
8.12E+17,no,no,no,no,no,8.12348E+17
8.12E+17,no,no,weak,yes,no,8.12352E+17
8.12E+17,no,no,no,no,no,8.12353E+17
8.12E+17,no,no,no,no,no,8.12363E+17
8.12E+17,no,no,no,no,no,8.12375E+17
8.12E+17,no,no,no,no,no,8.12381E+17
8.12E+17,no,no,no,no,no,8.12382E+17
8.12E+17,no,no,no,yes,no,8.12391E+17
8.12E+17,no,strong,no,no,no,8.12392E+17
8.13E+17,no,no,no,no,no,8.12574E+17
8.13E+17,no,no,no,no,no,8.12586E+17
8.13E+17,no,no,no,no,no,8.1259E+17
8.13E+17,no,no,no,no,no,8.12634E+17
8.13E+17,no,no,no,no,no,8.12652E+17
8.13E+17,no,no,no,no,no,8.12704E+17
8.13E+17,no,no,no,no,no,8.12729E+17
8.13E+17,no,no,no,no,no,8.12753E+17
8.13E+17,no,no,no,no,no,8.12754E+17
8.13E+17,yes,strong,strong,no,yes,8.12771E+17
8.13E+17,no,no,no,yes,no,8.12806E+17
8.13E+17,no,no,no,yes,no,8.12994E+17
8.13E+17,no,no,no,no,no,8.1303E+17
8.13E+17,no,no,no,yes,no,8.13039E+17
8.13E+17,yes,no,no,no,yes,8.13049E+17
8.13E+17,no,no,no,no,no,8.13071E+17
8.13E+17,no,no,no,no,no,8.13077E+17
8.13E+17,no,no,no,no,no,8.13097E+17
8.13E+17,no,no,weak,yes,yes,8.13274E+17
8.13E+17,no,no,no,yes,no,8.13283E+17
8.13E+17,no,no,no,no,yes,8.13337E+17
8.13E+17,no,no,no,no,no,8.13441E+17
8.14E+17,no,no,no,no,no,8.1353E+17
8.14E+17,no,no,no,no,yes,8.1355E+17
8.14E+17,yes,weak,no,yes,no,8.1364E+17
8.14E+17,no,no,no,no,no,8.13647E+17
8.14E+17,yes,no,strong,no,yes,8.13726E+17
8.14E+17,yes,weak,strong,no,yes,8.13732E+17
8.14E+17,no,no,no,no,yes,8.13768E+17
8.14E+17,no,no,no,no,no,8.13862E+17
8.14E+17,no,no,no,no,no,8.14001E+17
8.14E+17,yes,weak,weak,no,yes,8.14038E+17
8.14E+17,no,no,no,no,yes,8.14078E+17
8.14E+17,no,no,no,no,yes,8.1409E+17
8.14E+17,no,weak,no,no,no,8.14092E+17
8.14E+17,no,no,no,no,no,8.14105E+17
8.14E+17,no,no,no,no,no,8.14115E+17
8.14E+17,no,no,no,no,no,8.1412E+17
8.14E+17,no,no,no,no,no,8.1412E+17
8.14E+17,no,no,no,no,no,8.14125E+17
8.14E+17,yes,no,weak,no,yes,8.14142E+17
8.14E+17,no,no,no,yes,no,8.14187E+17
8.14E+17,no,weak,weak,no,no,8.14188E+17
8.14E+17,no,no,no,no,no,8.14195E+17
8.14E+17,no,no,no,no,no,8.14203E+17
8.14E+17,yes,no,no,no,yes,8.14213E+17
8.14E+17,no,weak,no,yes,no,8.14218E+17
8.14E+17,no,no,no,no,yes,8.14222E+17
8.14E+17,no,no,no,no,no,8.14235E+17
8.14E+17,no,no,no,no,no,8.14404E+17
8.14E+17,no,no,weak,yes,yes,8.14411E+17
8.14E+17,no,no,no,no,yes,8.14418E+17
8.14E+17,no,no,no,no,no,8.14437E+17
8.14E+17,no,weak,no,yes,no,8.14464E+17
8.14E+17,no,no,no,no,no,8.14489E+17
8.14E+17,no,no,no,no,no,8.14497E+17
8.14E+17,no,weak,no,no,no,8.14499E+17
8.15E+17,no,no,no,no,no,8.14521E+17
8.15E+17,yes,weak,strong,no,no,8.14525E+17
8.15E+17,yes,weak,no,no,yes,8.14561E+17
8.15E+17,no,no,no,no,yes,8.14575E+17
8.15E+17,no,no,no,no,no,8.1475E+17
8.15E+17,no,weak,no,yes,yes,8.14763E+17
8.15E+17,no,no,no,no,no,8.14835E+17
8.15E+17,no,no,no,no,no,8.14842E+17
8.15E+17,yes,strong,strong,no,yes,8.14872E+17
8.15E+17,no,no,no,no,no,8.14877E+17
8.15E+17,no,no,no,no,no,8.14902E+17
8.15E+17,no,no,no,no,no,8.14911E+17
8.15E+17,no,no,no,no,no,8.14935E+17
8.15E+17,no,no,no,no,no,8.14987E+17
8.15E+17,no,no,no,no,no,8.14987E+17
8.15E+17,no,no,no,no,no,8.15074E+17
8.15E+17,no,weak,no,no,no,8.151E+17
8.15E+17,yes,no,no,no,no,8.15105E+17
8.15E+17,no,weak,weak,no,no,8.15112E+17
8.15E+17,yes,weak,strong,no,yes,8.15158E+17
8.15E+17,no,no,no,no,no,8.15169E+17
8.15E+17,no,no,no,no,no,8.1517E+17
8.15E+17,no,no,strong,no,yes,8.15228E+17
8.15E+17,no,no,no,no,no,8.15232E+17
8.15E+17,no,no,no,no,no,8.15282E+17
8.15E+17,yes,no,no,no,yes,8.15346E+17
8.15E+17,no,no,weak,no,yes,8.15362E+17
8.15E+17,no,weak,no,no,no,8.15364E+17
8.15E+17,no,weak,no,no,no,8.15473E+17
8.16E+17,no,no,no,no,no,8.15506E+17
8.16E+17,no,weak,weak,no,yes,8.15525E+17
8.16E+17,no,no,no,no,no,8.15539E+17
8.16E+17,yes,strong,weak,no,yes,8.15542E+17
8.16E+17,no,no,no,no,no,8.15544E+17
8.16E+17,no,no,no,no,no,8.15554E+17
8.16E+17,no,no,no,no,no,8.15558E+17
8.16E+17,no,no,no,no,no,8.15591E+17
8.16E+17,no,no,no,no,no,8.15635E+17
8.16E+17,no,no,no,no,yes,8.15636E+17
8.16E+17,no,no,no,no,no,8.15834E+17
8.16E+17,no,no,no,no,no,8.15934E+17
8.16E+17,no,no,no,no,no,8.15953E+17
8.16E+17,no,no,no,no,no,8.15983E+17
8.16E+17,no,weak,strong,no,yes,8.15993E+17
8.16E+17,no,no,no,no,no,8.16003E+17
8.16E+17,no,no,no,no,no,8.16119E+17
8.16E+17,no,weak,no,no,yes,8.16175E+17
8.16E+17,yes,strong,strong,no,yes,8.16215E+17
8.16E+17,yes,weak,strong,no,yes,8.16218E+17
8.16E+17,no,no,no,no,no,8.16252E+17
8.16E+17,no,no,no,no,no,8.16291E+17
8.16E+17,no,no,no,no,yes,8.16295E+17
8.16E+17,no,no,no,no,no,8.16315E+17
8.16E+17,no,no,no,no,no,8.16338E+17
8.16E+17,no,no,no,no,no,8.16358E+17
8.16E+17,no,weak,weak,no,yes,8.16368E+17
8.16E+17,no,no,no,no,no,8.16401E+17
8.16E+17,no,no,no,no,no,8.16405E+17
8.17E+17,yes,weak,strong,no,yes,8.16548E+17
8.17E+17,no,no,no,no,no,8.16603E+17
8.17E+17,no,no,no,no,no,8.16698E+17
8.17E+17,yes,weak,weak,yes,yes,8.16703E+17
8.17E+17,no,no,no,no,no,8.1673E+17
8.17E+17,no,no,no,no,no,8.16737E+17
8.17E+17,yes,weak,strong,no,yes,8.16741E+17
8.17E+17,no,no,no,no,no,8.16799E+17
8.17E+17,no,no,no,no,no,8.16879E+17
8.17E+17,no,no,no,no,no,8.16944E+17
8.17E+17,no,no,weak,yes,no,8.16963E+17
8.17E+17,no,no,no,no,no,8.16971E+17
8.17E+17,no,no,no,no,yes,8.16986E+17
8.17E+17,no,weak,no,no,yes,8.16991E+17
8.17E+17,no,no,weak,yes,no,8.16994E+17
8.17E+17,yes,no,strong,no,yes,8.17003E+17
8.17E+17,no,no,no,no,no,8.17031E+17
8.17E+17,no,no,no,no,no,8.17053E+17
8.17E+17,no,no,no,no,no,8.17059E+17
8.17E+17,no,no,no,no,no,8.17069E+17
8.17E+17,no,no,no,no,no,8.17088E+17
8.17E+17,no,no,no,no,no,8.1709E+17
8.17E+17,no,no,no,no,no,8.17107E+17
8.17E+17,no,no,no,no,yes,8.1714E+17
8.17E+17,no,no,no,no,no,8.17279E+17
8.17E+17,no,no,no,no,no,8.17323E+17
8.17E+17,yes,weak,weak,no,yes,8.17327E+17
8.17E+17,yes,weak,weak,no,yes,8.1735E+17
8.17E+17,yes,weak,weak,yes,yes,8.17388E+17
8.17E+17,yes,strong,no,no,no,8.17395E+17
8.17E+17,no,no,no,no,no,8.17399E+17
8.17E+17,no,no,no,no,no,8.17452E+17
8.18E+17,no,no,no,no,no,8.17627E+17
8.18E+17,no,no,no,yes,yes,8.17669E+17
8.18E+17,no,no,no,no,no,8.17729E+17
8.18E+17,no,no,no,no,no,8.17747E+17
8.18E+17,no,no,no,no,no,8.17787E+17
8.18E+17,yes,no,no,no,yes,8.17793E+17
8.18E+17,no,no,no,no,no,8.17798E+17
8.18E+17,no,no,no,no,no,8.17947E+17
8.18E+17,no,no,no,no,no,8.18037E+17
8.18E+17,yes,weak,weak,no,yes,8.18093E+17
8.18E+17,no,no,no,no,no,8.18173E+17
8.18E+17,no,no,no,no,no,8.18183E+17
8.18E+17,yes,weak,no,no,no,8.18202E+17
8.18E+17,yes,weak,weak,no,yes,8.18251E+17
8.18E+17,no,no,no,no,no,8.18392E+17
8.18E+17,no,no,no,no,no,8.18402E+17
8.18E+17,no,no,no,no,no,8.18428E+17
8.18E+17,no,no,no,no,no,8.1845E+17
8.19E+17,no,no,no,no,no,8.18581E+17
8.19E+17,no,no,no,no,no,8.18582E+17
8.19E+17,no,no,no,no,no,8.18637E+17
8.19E+17,no,no,no,no,no,8.18705E+17
8.19E+17,yes,strong,strong,no,yes,8.18741E+17
8.19E+17,no,no,no,no,no,8.1875E+17
8.19E+17,no,no,no,no,no,8.18773E+17
8.20E+17,no,no,no,no,no,8.19867E+17
8.20E+17,no,weak,no,no,no,8.19876E+17
8.20E+17,no,no,no,no,yes,8.19915E+17
8.20E+17,no,no,no,no,no,8.19927E+17
8.20E+17,no,no,no,no,no,8.19951E+17
8.20E+17,no,no,no,no,no,8.201E+17
8.20E+17,no,no,no,no,no,8.20295E+17
8.20E+17,yes,weak,no,no,no,8.20319E+17
8.21E+17,no,no,no,no,no,8.20539E+17
8.21E+17,no,no,no,no,no,8.20541E+17
8.21E+17,no,no,no,no,no,8.20567E+17
8.21E+17,no,no,no,no,no,8.20605E+17
8.21E+17,no,no,no,no,no,8.20609E+17
8.21E+17,no,no,no,no,no,8.20647E+17
8.21E+17,no,no,no,no,no,8.20655E+17
8.21E+17,no,no,no,no,no,8.2068E+17
8.21E+17,no,no,no,no,no,8.20723E+17
8.21E+17,no,no,no,no,no,8.2077E+17
8.21E+17,no,no,no,no,no,8.20966E+17
8.21E+17,no,no,no,yes,no,8.21049E+17
8.21E+17,no,no,no,no,no,8.21075E+17
8.21E+17,no,no,no,no,no,8.21218E+17
8.21E+17,no,no,no,no,no,8.21233E+17
8.21E+17,no,no,no,no,no,8.21259E+17
8.21E+17,no,no,no,no,no,8.21298E+17
8.21E+17,yes,weak,no,yes,yes,8.21398E+17
8.21E+17,no,no,no,no,no,8.21405E+17
8.21E+17,no,no,no,no,no,8.21411E+17
8.21E+17,no,no,no,no,no,8.21492E+17
8.22E+17,no,no,no,no,no,8.215E+17
8.22E+17,yes,weak,weak,yes,yes,8.21651E+17
8.22E+17,no,no,no,no,no,8.2166E+17
8.22E+17,no,no,no,no,no,8.21662E+17
8.22E+17,no,no,no,no,no,8.21669E+17
8.22E+17,no,no,no,no,yes,8.21676E+17
8.22E+17,no,no,no,yes,no,8.21681E+17
8.22E+17,no,no,no,no,no,8.21694E+17
8.22E+17,yes,weak,strong,no,yes,8.21719E+17
8.22E+17,no,no,no,yes,no,8.21722E+17
8.22E+17,no,no,no,no,no,8.21724E+17
8.22E+17,no,no,no,no,no,8.21759E+17
8.22E+17,no,no,no,no,no,8.21811E+17
8.22E+17,no,no,no,no,no,8.21818E+17
8.22E+17,no,no,no,no,yes,8.21904E+17
8.22E+17,no,no,no,no,no,8.21981E+17
8.22E+17,no,no,no,no,no,8.21987E+17
8.22E+17,no,no,no,no,no,8.22057E+17
8.22E+17,no,no,no,no,no,8.22112E+17
8.22E+17,no,no,no,no,no,8.22114E+17
8.22E+17,no,no,no,no,no,8.22181E+17
8.22E+17,no,no,weak,no,no,8.22206E+17
8.22E+17,no,no,no,no,no,8.22453E+17
8.22E+17,no,no,no,no,yes,8.22455E+17
8.23E+17,no,no,no,no,no,8.22512E+17
8.23E+17,no,no,no,no,no,8.22545E+17
8.23E+17,no,weak,no,yes,yes,8.22555E+17
8.23E+17,yes,strong,no,no,no,8.22771E+17
8.23E+17,no,no,no,no,no,8.22783E+17
8.23E+17,no,no,no,no,yes,8.22808E+17
8.23E+17,no,strong,strong,no,no,8.22809E+17
8.23E+17,no,no,no,no,no,8.22885E+17
8.23E+17,no,no,no,no,no,8.2309E+17
8.23E+17,no,no,strong,no,no,8.23092E+17
8.23E+17,no,no,no,no,no,8.23124E+17
8.23E+17,yes,weak,strong,no,yes,8.23153E+17
8.23E+17,no,no,no,no,no,8.23453E+17
8.24E+17,no,no,no,yes,no,8.23509E+17
8.24E+17,yes,no,no,no,no,8.2353E+17
8.24E+17,no,no,no,no,no,8.23549E+17
8.24E+17,no,no,no,no,no,8.23555E+17
8.24E+17,no,no,no,no,no,8.23568E+17
8.24E+17,no,no,no,no,no,8.23573E+17
8.24E+17,no,no,no,no,no,8.23577E+17
8.24E+17,no,no,no,no,no,8.2362E+17
8.24E+17,no,no,no,no,no,8.23626E+17
8.24E+17,no,no,no,yes,no,8.23646E+17
8.24E+17,no,no,no,no,no,8.23666E+17
8.24E+17,no,no,no,no,no,8.23667E+17
8.24E+17,no,no,no,no,no,8.23768E+17
8.24E+17,no,no,weak,no,yes,8.23787E+17
8.24E+17,no,no,no,no,no,8.23805E+17
8.24E+17,no,no,no,no,yes,8.23822E+17
8.24E+17,no,no,no,no,no,8.23837E+17
8.24E+17,no,no,no,no,yes,8.2386E+17
8.24E+17,no,no,no,no,no,8.23888E+17
8.24E+17,no,no,weak,no,yes,8.23924E+17
8.24E+17,yes,no,strong,no,yes,8.23936E+17
8.24E+17,no,no,no,no,no,8.23987E+17
8.24E+17,yes,no,weak,no,yes,8.23997E+17
8.24E+17,no,weak,weak,yes,yes,8.24011E+17
8.24E+17,no,no,no,no,yes,8.24031E+17
8.24E+17,yes,no,weak,yes,yes,8.24031E+17
8.24E+17,no,no,weak,no,yes,8.24168E+17
8.24E+17,yes,strong,no,no,yes,8.24177E+17
8.24E+17,yes,weak,no,no,no,8.24246E+17
8.24E+17,no,no,no,no,no,8.24253E+17
8.24E+17,no,no,no,no,no,8.24272E+17
8.24E+17,no,no,no,no,yes,8.24348E+17
8.24E+17,no,no,no,no,no,8.24406E+17
8.25E+17,no,no,no,no,no,8.24576E+17
8.25E+17,no,no,no,no,no,8.24581E+17
8.25E+17,no,weak,no,no,no,8.24605E+17
8.25E+17,no,weak,strong,no,yes,8.24705E+17
8.25E+17,yes,weak,strong,no,yes,8.24709E+17
8.25E+17,no,no,no,no,no,8.24723E+17
8.25E+17,no,no,no,no,yes,8.24724E+17
8.25E+17,no,no,no,no,no,8.24751E+17
8.25E+17,no,no,no,no,no,8.24936E+17
8.25E+17,yes,strong,no,no,yes,8.24938E+17
8.25E+17,no,no,no,no,yes,8.24964E+17
8.25E+17,no,no,weak,no,yes,8.25E+17
8.25E+17,no,no,no,no,yes,8.25004E+17
8.25E+17,no,no,no,no,no,8.25012E+17
8.25E+17,no,no,no,no,yes,8.2505E+17
8.25E+17,no,no,no,no,no,8.25054E+17
8.25E+17,no,weak,weak,no,yes,8.25095E+17
8.25E+17,no,no,no,no,no,8.25277E+17
8.25E+17,no,no,no,no,yes,8.25345E+17
8.25E+17,no,no,no,no,no,8.25376E+17
8.25E+17,yes,weak,strong,no,yes,8.25389E+17
8.25E+17,no,no,no,no,no,8.25448E+17
8.25E+17,no,weak,weak,no,yes,8.25476E+17
8.26E+17,yes,weak,no,no,yes,8.25608E+17
8.26E+17,no,no,no,no,no,8.25624E+17
8.26E+17,no,no,no,no,yes,8.25654E+17
8.26E+17,yes,weak,strong,no,yes,8.25677E+17
8.26E+17,no,no,no,no,no,8.25719E+17
8.26E+17,no,no,no,no,no,8.25744E+17
8.26E+17,no,no,no,no,no,8.2577E+17
8.26E+17,no,no,no,yes,no,8.25782E+17
8.26E+17,no,no,no,yes,no,8.25818E+17
8.26E+17,no,no,no,no,no,8.25829E+17
8.26E+17,no,weak,no,no,no,8.25929E+17
8.26E+17,yes,no,weak,no,yes,8.2598E+17
8.26E+17,no,no,no,no,no,8.26002E+17
8.26E+17,no,no,no,yes,no,8.26005E+17
8.26E+17,no,no,no,yes,no,8.26011E+17
8.26E+17,yes,weak,weak,no,yes,8.26022E+17
8.26E+17,no,weak,no,yes,no,8.26032E+17
8.26E+17,no,no,no,no,no,8.26038E+17
8.26E+17,no,no,weak,no,yes,8.26048E+17
8.26E+17,no,no,no,no,no,8.26066E+17
8.26E+17,no,no,no,yes,no,8.26087E+17
8.26E+17,no,no,no,no,no,8.26092E+17
8.26E+17,no,no,no,no,yes,8.26148E+17
8.26E+17,no,no,no,yes,no,8.26149E+17
8.26E+17,yes,weak,strong,no,yes,8.26151E+17
8.26E+17,no,no,no,no,no,8.26187E+17
8.26E+17,no,no,no,no,no,8.26192E+17
8.26E+17,no,no,no,no,no,8.26202E+17
8.26E+17,yes,weak,no,no,yes,8.26203E+17
8.26E+17,yes,weak,weak,no,yes,8.26205E+17
8.26E+17,no,no,no,no,yes,8.26341E+17
8.26E+17,no,no,no,no,no,8.26352E+17
8.26E+17,no,no,no,yes,no,8.26356E+17
8.26E+17,no,no,no,yes,no,8.26378E+17
8.26E+17,no,no,no,yes,no,8.2638E+17
8.26E+17,yes,strong,strong,no,yes,8.26381E+17
8.26E+17,no,no,weak,no,yes,8.26385E+17
8.26E+17,no,no,weak,yes,no,8.26389E+17
8.26E+17,no,no,weak,yes,yes,8.26429E+17
8.26E+17,no,no,no,yes,no,8.26442E+17
8.26E+17,yes,strong,no,no,yes,8.26463E+17
8.26E+17,no,no,no,no,no,8.26483E+17
8.26E+17,no,weak,no,no,yes,8.26492E+17
8.27E+17,yes,strong,weak,no,yes,8.26525E+17
8.27E+17,yes,weak,weak,no,yes,8.26528E+17
8.27E+17,no,no,no,no,no,8.26529E+17
8.27E+17,no,no,weak,no,yes,8.26706E+17
8.27E+17,no,no,no,no,yes,8.26746E+17
8.27E+17,no,no,no,yes,no,8.26752E+17
8.27E+17,no,no,no,no,no,8.26761E+17
8.27E+17,no,no,no,no,no,8.26779E+17
8.27E+17,no,no,no,no,no,8.26792E+17
8.27E+17,no,no,weak,yes,yes,8.26799E+17
8.27E+17,yes,weak,weak,no,yes,8.27063E+17
8.27E+17,no,no,no,no,no,8.27075E+17
8.27E+17,no,no,no,no,yes,8.27086E+17
8.27E+17,no,no,no,no,no,8.27103E+17
8.27E+17,no,no,no,no,no,8.27109E+17
8.27E+17,no,no,no,no,no,8.27113E+17
8.27E+17,no,no,no,yes,yes,8.27204E+17
8.27E+17,no,strong,strong,no,yes,8.27245E+17
8.27E+17,no,no,no,no,no,8.2739E+17
8.27E+17,no,no,no,no,no,8.27415E+17
8.27E+17,no,no,no,no,yes,8.27423E+17
8.27E+17,no,no,no,yes,no,8.27452E+17
8.27E+17,no,no,no,yes,no,8.27456E+17
8.27E+17,no,no,no,no,no,8.27472E+17
8.27E+17,no,no,no,no,no,8.27478E+17
8.28E+17,no,no,no,yes,no,8.27533E+17
8.28E+17,no,no,no,no,no,8.27551E+17
8.28E+17,no,no,no,yes,no,8.27579E+17
