text,hate speech
 meteram a mão no nosso brasileiro pegue o jogo contra o guarani em campinas,0.0
"rt  entrando na rilex pra pegar pipoca e chá* 
sdds 13 anos ",0.0
"“Daniel Alves é a segunda contratação mais bombástica do futebol brasileiro, atrás apenas de Ronaldo, quando foi para o Corinthians.”

— Tironi, comentárista da ESPN.

Eaí? Concordam? ",0.0
" Esse  é a instituição mais abominada desse país( pela pessoas de bem, é claro!, porquê bandidos adoram)...em compensação a   é a mais amada...estamos com vc amado procurador  ... que Deus o proteja dos infames e invejosos!...",0.0
 kkkkkkk que nada irmão,0.0
  claro tinhas dúvidas ,0.0
meu sonho ter um desses em casa. imagina você chegando e ele se pendurando na mobília pra ir te abraçar ,0.0
" tenta, p tu ver como a situação vai ficar p cima de tu",0.0
deve estar a falar com o outro,0.0
rt   namorado da fátima bernardes entrevista mulher do whindersson nunes.,0.0
" véi, qual o problema desse cara?",0.0
me fala o que você quer? ,0.0
"rt  ana, desconfio que você está pedindo demais!!!! ",0.0
sera q consigo te pegar antes do aquecimento global matar todo mundo?,0.0
rt  quando estou numa escolha múltipla e do nada mudo de opção ,0.0
"É muito fácil o pessoal dizer “fez pq quer” “sou contra o aborto”

Mas na hora de ajudar todo mundo some, e ainda dizem que bolsa família e cotas são mamata do Governo

E quando o tráfico é o único que acolhe, dizem que virou bandido pq quis e q “bandido bom é bandido morto” ",0.0
minha stan número 1 desse site amooooo,0.0
" Quanto não deve ter sido pago por esse mural?? Pai amado, é feio mesmo, dou toda a razão de sua insatisfação!‍️Qual o artista?",0.0
 valeu!! e o pré olímpico fica como?,0.0
vai besta  casquei com a ultima foto,0.0
" felicidades, vc merece! ",0.0
nao se trata de um projeto futuro caralho o grupo ja foi visto no predio da sm e o planejado eh qe debutem agora no comecinho de agosto ou seja ja ta praticamente pronto essa merda entao vai cancelar pra qe caralho???,0.0
essa semana tá show mesmo. quase 3 dias sem dormir. a cabeça tá legal sim,0.0
nada ve tu namorando mas fazer o que — mas eu não tô namorando ,0.0
" 
tic. tac.
a sua hora tá chegando desgraçado!!!!",0.0
"rt  pesquisa: maioria rejeita governo bolsonaro, garimpo em terra de índio e conluio de juiz com acusador ",0.0
"minha mãe vai viajar mais um final de semana, vou viver de pão 24 horas",0.0
"rt  fica divulgando oq ta acontecendo no bdb e nem mora aqui, essa porra não é novela não, tmnc.",0.0
"odeio gente que promete uma coisa e nao faz !!!!! 
é bem melhor avisar: "" nao vai dá p fazer isso "" ou então nem promete !",0.0
tá acho que o garen passou dos limites,0.0
"[] Em apenas 3 dias, o MV ‘FAMOUS’ de   já ultrapassou 2 milhões de visualizações!
Continuem dando amor ao MV! 
️  ",0.0
"rt  a produção desta capa custou 1 cêntimo, o suficiente para comprar 20 jogadores!  em liquidação! ",0.0
"to vendo gente que não tá nem ai pra futebol ou pro são paulo, comentando do daniel alves.

é o efeito que um jogador como esse causa!",0.0
não acredito que eu vou me mudar pra minas aaaaaaaaa,0.0
"rt  sexo é íntimo e sagrado, seu corpo é um templo e você não deve compartilha-lo com quem é cessacionista ",0.0
"b. henrique do flamengo acabou de mandar ao vivo agora na fox sports um ""eles virô"".",0.0
"a mnet boicota o loona e ainda vem PLAGIAR o conceito UNICO e NUNCA feito no kpop, mas vamos ter pena dessa cadelinha da mnet sem originalidade ne mores ",0.0
"  É falta de BOAS (ótimas) contratações! Seria leviano de minha parte dizer q não contratamos muitos jogadores. Mas jogador q muda patamar de um time foram poucas. Então q se tenha ambição e q se faça poucas, mas BOAS (ótimas) contratações. Q se tenha mais critérios.",0.0
verão disse olá kk,0.0
" aah sim, coitadinho do  e dia hackers “né não”? estão armando para as pobres vítimas!",0.0
vou brota,0.0
já é no final de tudo ele me destruiu!,0.0
  que lindo meu deus ,0.0
 gente acharam queiroz queiroz queiroz!!!,0.0
"NOJO de quem namora e dá em cima de outros
Cara, traição não é só ficar, traição está no desejo, traição está nas conversas, traição está nas suas mentiras tbm",0.0
   olha você suas   tem nem vergonha né gado!,0.0
" ""tinha tudo pra dar certo"" hahahahha ce tá boa! fez o filho agora embala, isto é!",0.0
" Respeitamos sua opinião, mas é importante todos saberem que as contas públicas do nosso país já não estão fechando e algo precisa ser feito. Se quiser, podemos te ajudar a conhecer os principais pontos da Nova Previdência, acesse:    ",0.0
"  Aahhhjj vai se cataaaa, chamar adv de put***, PODE, chamar o ministro da justiça de chefe da quadrilha PODE, Chegaaaaaaaaaaa, BASTA. VITIMISTA VAI TRABALHAR VAGABUNDO",0.0
 onde você parou?,0.0
"comprei umas outro dia, e ainda não usei ",0.0
" podíamos tentar chegar nos 60 mil né? mas tá 58mil, acho que muita gente já parou paulinha na fab",0.0
"eu prefiro acreditar no evangelho que perdoa a mulher adúltera a acreditar em uma religião que quer apedrejá-la."" ",0.0
"a decisão do impeachment dos togados depende do 
 federal. 
vamos às ruas pressionar!

 ",0.0
  agora desenha pq ainda tá difícil,0.0
  alguém traduz isso pra mim?,0.0
"O tesão do OtávioOswaldoJornalistaPremiado no  está evidente hoje. Ele é um gato mesmo, a gente também acha. E também é um cara decente, deputado federal eleito, de esquerda, ou seja, ""um partidão"", como diria a minha vó. ",0.0
"Que tuíte CANALHA 
1-Criminaliza a Instituição CAIXA por crime de UM funcionário a mando de OUTRO criminoso. 
2-Cita nome de um CEO pra animar a plateia! 
3-Joga lama no BNDES onde está mais que provado não tem lama! Que pessoa lamentável e que ainda quer passar por profissional. ",0.0
"carol não quer deixa eu trabalhar mane , toda manda msg essa fdp ",0.0
que homem meus amigos,0.0
 lindo,0.0
" soltem um áudio bem cabeludo.

",0.0
    ninguém fala assim em são paulo,0.0
deitado esperando o philipe augusto vir me buscar pra me levar pra paraisopeba ,0.0
"o que falta nas pessoa é respeito, se tu sabe que o local de atendimento fecha 13h NAO DEIXE PRA VIM EM CIMA DA HORA!! as pessoas precisam sair pra almoçar, nem todo mundo ta disponivel o dia todo pra te atender so pq tu nao quis sair cedo de casa",0.0
Fui almoçar no shopping agora..Olha a senha que saiu pra mim..Como sera que a menina do caixa sabe disso.rsrsrs..Amei e achei engraçado. ,0.0
eu amo demais a mara na moral kkkkk,0.0
"rt  sexta feira galera bebam agua e comam frutas haha e nada de falar com ex em 

12,5k 37,3k",0.0
"rt  lá fora não existe amor
sincero como o meu amor",0.0
carregado de bebida e fumo para logo ️,0.0
   as suas notícias que são questionáveis,0.0
"Seguindo a lógica de alguns aí... Esse mural também deve ser considerado feio de doer... 
Não se enganem... Ignorância não é uma benção.",0.0
 assim é medo de ser deixado considerando que somos feio,0.0
"rt  consideração aqui é conforme for recebida, caso o contrário faço o dobro que fizer comigo!
bom dia a todos.",0.0
"    ué, outras nem do mês imagina do ano. 
        ",0.0
fui levar a summer no pet e tava júlia peixoto na porta do fórum tirando altas fotos ???????,0.0
"E eu tenho visto muitas oportunidades de Deus para que eu faça esse tipo de coisa. Minha igreja é muito aberta a isso ao nosso “ide”. Ela mesma faz uma assistência a um grupo de mulheres. Enfim, eu tenho muitos planos e estou muito feliz e grata por isso!",0.0
 kkkkk ok assumo a responsabilidade te indicando ter muitos lenços apartir do 5 pra frente,0.0
  | A Secretaria de Política Econômica – SPE divulga atualização do Podium de curto prazo. Relatório elenca as cinco instituições com melhores previsões para cada variável fiscal  ,0.0
"Quem ler esse tuite pf ajude!
Vamos alcançar um número estrondoso com essa tag.
O STF precisa respeitar o povo!
Se todos nós nos unirmos, vai bombar!
Conto com vc talkey?
 ",0.0
"quando minha mãe me chama,mas só pra mostrar pra amiga dela que já tô grande

eu: ",0.0
"4. nossos esforços cotidianos para reduzir o uso de água em casa são importantes, mas são insignificantes comparados à eliminação da carne do cardápio, uma vez que são utilizados entre 10 e 20 mil litros de água para produzir apenas 1kg de carne bovina.",0.0
rt  puta merda incrível ,0.0
"rt  por favor cliquem no link abaixo! é muito, muito importante! demasiado importante!:
.
.
.
.
.
.
.
.
.
.
",0.0
 sim!!! pessoal não aguenta ouvir a verdade,0.0
"tá com cara de tie break esse jogo, que morte",0.0
"eu to puta num nível. me fale a verdade porra, to nem ai, mas não venha de mentirinha pra cima de mim não, que eu descubro toda vez",0.0
faltou coragem p dizer q nao,0.0
"O projeto quer que os meninos se expressem livremente, além de superar os velhos estigmas como ""menino não chora"" ou ""você é um homem ou um saco de batata?"" ",0.0
 claudio!! é muita emoção para um único dia!!,0.0
não quero ficar em casa hoje,0.0
"rt  fada sensata, linda, gostosa e minha ",0.0
"  tipo certa organização chamada ""juizes pela democracia"".",0.0
"  Engraçado que o clube pediu empréstimo pra paga o salário atrasado , agora paga o salário acima de 1 milhão, cadê aqueles jornalistas paulista Perguntando aonde vem o dinheiro pra paga o salário",0.0
depois de uma certa idade a gente só topa sair de casa se tiver uma lanchonete top e um monte de banquinho,0.0
" achei engraçado o plano de fundo, flando de atriz pornô russa",0.0
kkk falo nada só observo,0.0
" veja como é grande meu sentimento .....e por amor ergui esse monumento 
vasco  ",0.0
é a presença constante em tentar explicar em forma de palavras aquilo que muitas vezes não somos capazes de se quer se deixar sentir.,0.0
rt  como estarão quando lula for solto... ,0.0
" que trem limpo, com certeza não é no rio de janeiro hahaha",0.0
"  q lindoooo  
diferente de muitos ai ele é professor amiga rss",0.0
"rt  - você me estressa
- oq eu fiz?
- nada",0.0
  estamos ricos brasil ta trasbordando de dinheiro pra isso,0.0
"o quanto que eu sou grata por ter a Andressa na minha vida, não tá escrito. sem sombra de dúvidas, é uma inspiração de ser humano pra mim e pra muita gente, tem um coração imenso e só pensa em fazer o bem  meu orgulho por ti não se compara a nada, bem! obg por ser tão incrível",0.0
"   
 
 
olha isso ai dragão ",0.0
" Esses aí não representam os indígenas, são apenas militantes comprados pela esquerdalha imunda!! Que não tem o menor pudor em cercar e intimidar uma família! Berra e estrebucha você, vagabundo!! A esquerda tá morta!!!!",0.0
" - NITERÓI - SÁB.10.AGO - 16H ÀS 23H

Presença de HENRI SCOTT, ator Meninos Online, Flava Works e Hot Boys.

Informações pelo WHATSAPP: 

INSTAGRAM:   ",0.0
"eu e evelyn fazendo planos pra hj sem dinheiro, é a melhor coisa kkkkkkkkkkkkkkkklkkkk",0.0
rt  q porra é essa cara ,0.0
 ai mano,0.0
enem olha o que vc fez comigo.....,0.0
"rt  queria fazer aqueles lomotif mostrando minha evolução de criança feia pra adolescente gata, mas n dá é ao contrário.",0.0
"que capa fulera, deveria ter colocado a imagem dela na prancha
o disco eu gostei",0.0
"sem ânimo p nada, vou lavar a louça e dormir dps acordo só amanhã.",0.0
rt  lindo ,0.0
"não gostam quando ligam a palavra gênio ao mal, muito menos ao hitler, esse comentário é mais nazista que a postagem, fato",0.0
   peidão!,0.0
"86% reprovam a ideia. É mais do que a igualmente enorme parcela dos brasileiros que reprovam a facilitação do acesso a armas. O majoritarismo do governo é retórico, sustenta seu populismo de extrema-direita, mas suas propostas não têm respaldo social. Polarização explica? ",0.0
"casa sobrado, bairro freguesia do ó ",0.0
"Odeio meu corpo, o formato do meu rosto e o meu cabelo. Odeio não ter autoestima nunca e me sentir insuficiente para absolutamente qualquer um e qualquer coisa, queria mudar muita coisa e não consigo. ",0.0
rt  acordei e n foi na tua cama  o dia ja começa errado  por ai,0.0
"mudaria algo fisicamente em você?? — sim, queria que meu rosto fosse mais fino e ter a barriga chapada ",0.0
"for real, há algum tempo que não conhecia alguém com quem gostasse de falar assim tanto",0.0
amy lee arrecada 800 dólar com 30 shows em turnê com a banda evanescence,0.0
"meu peito ta doendo, tomara q seja infarto se for amor eu to ferrado, ai vai ser pior o estrago kkkkkkkkk",0.0
o universo sabe exatamente oq está fazendo,0.0
" oxe, na moral q a epic vai fazer jogar com skin randomica?",0.0
" Esse cara é misógino e certamente sente tesão por outros homens. Conheço vários assim: cristão, casado, pai, sempre que tem oportunidade destila ódio contra mulheres e tem um grande tesão reprimido por homens.

Nem da ibope pra criatura, Patrícia, é mais um medíocre bolsonarista.",0.0
" tiro certo
paulinha na fab",0.0
rt  não mudo por ninguém. não gosta de mim? foda-se. ‍️,0.0
 parece um anão,0.0
caralho to com o maior bração,0.0
"tbh ainda não acredito nas centenas ou até milhares de pessoas que estão a querer juntar se para limpar Portugal inteiro. Temos gente de norte a sul do país, litoral, centro, quase à porta de Espanha, puta que pariu somos enormes. espero que isto se realize",0.0
rt   parabéns ao  pelo daesang m2 top video no m2 x genie music awards 2019!  ,0.0
" mas que mulher linda, pqp",0.0
 O que vc sugere agora? A arma que temos é o voto ( já eras). Impeachment só se beneficiar o congresso ( já eras). Brasileiro que não está satisfeito não sabe o que fazer. Fomos engolidos até a outra eleição.,0.0
"quer ter a honra de namorar cmg? preencha a ficha

nome:
idade:
time:
gosta de açaí? 
(  ) sim (  ) não

mande no privado! boa sorte ",0.0
"a maria fingia demência em relação a isa tkm e agora respondeu minha amg dizendo que viu a indicação é que estava feliz, dai da like no post sobre isa no mgbr EU TO SURTANDO VEI",0.0
" boa tarde, apesar do supremo...  seguindo a todos de direita.. 🇧🇷🇧🇷🇧🇷🇧🇷",0.0
"rt  ja viajou pra outros estados? se sim quais?

       ",0.0
mil coisas p fazer até as 17h e eu vegetando na cama com cólica ,0.0
  não acredito que esse blogueiro escroto está defendendo os ministros do supremo..,0.0
"     a festa que vcs mostraram de fogos ontem não era do Flamengo e sim do Fortaleza




",0.0
rt  será que as pessoas precisam mesmo ficar paradas uma do lado na outra na escada?????????????,0.0
como pode ser tao atoa,0.0
"  Mas ele não é menos amado! Lu, tu consegue ser um pé no saco com quem não vai com sua cara skskskaksks
Vamos fazer isso com os inimigos",0.0
  catinga então,0.0
kkkkkk eee negãoo,1.0
rt  nem pra eu mudar um pouquinho pô  ,0.0
rt  não sei se agradeço ou não por terem colocado esse minhyuk de volta na minha timeline  tão lindo que machuca ,0.0
" são louco por algo que prove, sendo que aquilo é igual a nada",0.0
"falam que eu sou louco por você kkkkkkk até parece
sou mais que isso",0.0
 ainda nao... só um pouquinho de paciência pq ainda to aprendendo a administrar as coisas,0.0
 Neste momento histórico de poder comprar ativos do nosso país pela metade do preço torna-se urgente regras claras para que o desenvolvimento e economia estejam nos parâmetros da sustentabilidade.,0.0
"  moleque totalmente dependente do tony stark, todo mundo sabe que ele é o homem aranha, chato pra crlh... quer mais?",0.0
"todo mundo que não me der parabens eu vou tirar dos melhores amigos 

paz",0.0
rt    é simples. ,0.0
 tá gelando aí neh kkk,0.0
 essa foto eu to mortaaa,0.0
obrigado por ser parte da minha vida te amo mt mesmo ,0.0
rt    evans tá com nada,0.0
"Ainn,a pauta da manifestação do dia tal é autoritária,fechar o stf?invadir o congresso,disseram alguns!mas quem de juízo confia nessa corte?que feche logo essa bodega!
  ",0.0
só não olha tudo rs  ,0.0
 ficou livre ...parabens,0.0
" Wtfs kkaskk Parente da Norf porque amigao, é so porque meu filho é um psicopata que quando sente cheiro de sangue fica tao agrecivo que mata e destroi tudo no caminho so pra beber o sangue e sugar a vitalidade da vitima?",0.0
não queira imaginar a minha surpresa ,0.0
 o estadão é o jornal mais fake do brasil. ,0.0
eu queria ter mtmtmmtmtmtmmt dinheiro e estar viajando agora mesmo,0.0
 n adianta vim no wpp pedir desculpas não,0.0
eu passo e nem olho pro lado pq eu não sou obrigada a olha múmia,0.0
só de lembrar que provavelmente não vou abraçar o josh quando ele vir já me dá vontade de chorar,0.0
"Gleisi Hoffmann, diz que o PT pretende lançar um ""plano de emergência"" pra tirar o país da crise. 

Eu conto ou vocês contam ? kkkkkkkkkkkkkkkkkkkkkkkkk",0.0
  é isso que os brasileiros de bem querem? ,0.0
uma rainha dessa         ,0.0
vou tomar um banhinho e vou ir ali na rua comprar minhas coisas,0.0
 o desespero é total ... ,0.0
rt  ficou marcado na história️ ,0.0
" ele não precisa nem fazer isso nicholas. É só cortar anuncio e divulgação de discurso que não gera mais dinheiro, rs. 
vc mata por dentro e com sua própria plataforma - ou o discurso serve ao poder de gerar mais lucro, ou tchau. 

welcome to.. mercado :}",0.0
"quanto mais velhos ficamos menos amigos temos
real",0.0
"parece que a galera anda num efeito got em tht, too fast",0.0
"rt  o que a mulher pensa quando tô com meu melhor amigo: deve tá rodeado de mulher

o que realmente acontece: ",0.0
 deve ter perdido essas aulas,0.0
eu vejo gente fazer e acabo fazendo também. será que é errado fazer piada com esquizofrenia?,0.0
rt  não é possivel q vcs não saibam quebrar um ovo e precisa disso tudo ,0.0
rt  chama nos 19 porra ️obrigado meu deus  ,0.0
 alguma delas sabe que vc chamou uma advogada (igual a elas) de puta?,0.0
silêncio o namjoon sendo um gostoso do caralho ta passando na tml ,0.0
" povinho sem noção 
imprensao sem noção 
chora qus passa!",0.0
 Mas o aquecimento global não é consenso nem mesmo entre cientistas. O argumento do cara foi idiota... agora vc cravar que realmente existe é chamar de burro pessoas que estudam e negam essa mudança.,0.0
eu acho feio e bonito ao msm tempo kkkkkk,0.0
 comparação mais ridícula ahahah,0.0
"nosso caribe, prais lindas, pontal do atalaia= tudo pra mim 
pfvr preservem arraial do cabo e toda costa carioca please ",0.0
"porra hj eu n botei o pé na rua 
tédio é o nome",0.0
 manda tomar no cu ,0.0
"mano, agr que descobri tudo, beaulo tem uma puta história de vida além de ser o mlr jogador de R6 q existe
Beaulo foi pro player. Levou um ban,  foi criticado por streamers e até a empresa do jogo que lhe baniu e disse que ele não iria mais jogar o jogo",0.0
"minha mãe do nada virou pra mim e falou ''estou namorando'', por um momento achei q era brincadeira, mas nn é pqp",0.0
agora tenho fama de comedor de traveco por causa do filipe trielli,1.0
 gato pra caralho,0.0
"Mas também representam riscos como uma recuperação mais complicada para a mãe e problemas nos partos seguintes (gravidez ectópica, desenvolvimento anormal da placenta, entre outros). ",0.0
rt  ah ou vcs são chato pra cacete ,0.0
"mas nem me diga q essa responsa eh minha
eu comi aquela vaca usando 2 camisinha",1.0
"chocada que a any gabrielly tem 16 anos, vtnc eu sou uma batata",0.0
"Sou maluco do caralho mrm quem tlgdo na nossa sabe que nos vive pra marola mrm varios mandadão de olho no que é  nosso , por isso tenho medo de nada não filho , marolo sinistro com a cara de quem for contra nós mrm ‍️
TRABALHO PRA MIM MRM ",0.0
"com 26 anos tomando no cu pra aprender coisas que minha mãe me diz desde sempre mas eu nunca ligo, por exemplo não abrir as coisas com faca pra não dar merda. ontem abri um rombo na mão, 1/3 da faquinha de serra entrou na mão e eu assim ",0.0
 n deu  kkkkkk frio p caralho,0.0
acordei tao feia hj que eu to com vergonha das pessoas me verem,0.0
rt  puta merda já começa assim??? ,0.0
"rt   faz massagem no cara, você pode fazer isso por ele kkkk eu que estou meio fudido ",0.0
 tudo lixo,0.0
rt  porra é essa eu já tinha socado essa faca no cu desse maluco doente do caralho ,0.0
Os cara apreenderam o carro do coitado do marceneiro pq ele tava com as ferramentas dele lá dentro e tava SEM AS NOTA FISCAL. quem q sai com nota fiscal de tudo no bolso?,0.0
racista tem mais é que se fuder mesmo,0.0
rt  tem gente tão baixa que desenterra assuntos muito velhos pra foder contigo,0.0
Se tivesse transando com um cr e ele colocasse uma música e pedisse pa tu dançar pra ele. Tu parava de fuder ou f… — Vai caçar um serviço ,0.0
 tenho algo um pouco parecido quando eu pinto minhas unhas. o choque deles eh muito engraçado,0.0
"Dani cuidava dos calouros, puxou vários papos comigo, mas achei que ela só tava sendo simpática rs

no dia da matrícula, ela me veio com essa plaquinha e só achei engraçadinho, sem entender a indireta rs

ainda bem que ela insistiu na lerdeza e tamos juntas há 4.4 bem sapatonas ",0.0
rt  mano a mina fuma maconha o dia inteiro pqp,0.0
sou inútil nem isso consigo fazer,0.0
rt  nasceu piranha e vai morrer piranha,0.0
" carai cara, cê tá me amando muito",0.0
friozinho bom p fuder f1,0.0
rt  vai tomar no cu tô surtando com esse jogo,0.0
" Eu tô muito famosa puts KKKKKKKKKKKK eu tô no meio da feira com minha mãe e dei uma risada, ela tá até agora sem entender a bichinha",0.0
"mãe: o certo é o errado
eu: então fazer o errado é o certo
mãe: vai dá o cu guri",0.0
" justiça somente c lula livre??
seu cu ....seu arrombado",0.0
  porra!!!!!! porquê?????,0.0
anão lindão ,0.0
 tudo bem flor,0.0
"bateu apanha, quer pagar de fodona então aguenta as consequências.",0.0
 aí o fdp teu meme desgraçado,0.0
" de emoção: liberta
de role: paulista contra o santo andré",0.0
porra de passe mano,0.0
"viado, tá muito chatinha eoem",1.0
" caralho, essa professora só me fode",0.0
" Kgkggkhhkk pqp, me encontro grata pelo seu agradável comentário, e pela sua ótima colocação na frase “senhorita de Deus” amém",0.0
rt   ta me chamando de feia?,0.0
rt  puta q pariu q q eu vo fala do role de ontem per fei to,0.0
" é cada doido, pqp. o brasileiro medio ta cada vez mais retardado",0.0
" hahahahahahahahahahaha meu deus olha esse tweet, pqp é muito sua cara",0.0
caro mas porra picolé mais gostoso,0.0
 pede a minha fdp.,0.0
caralho buceta porra eu preciso ver isso,0.0
ret djonga e dela junto é só fado pqp,0.0
"eu sou feia mas tem dias que a minha feiura supera 
scr",0.0
manhã chuvosa paulista e the cure closedown me despeço em sucesso att nada mais a declarar,0.0
 vtnc eduarda,0.0
   limeira puta roça,0.0
" tu vai me fazer sair de casa nesse frio p ir te ver, trate de ganhar essa porra pelo menos",0.0
"ahhh cara, eu nunca consigo fazer nada direito. pqp",0.0
como eu fui me apaixonar p alguem tao filha da puta,0.0
aposto que é coisa de carioca ou de paulista pq porra só a gente pra fazer essas merdas,1.0
nunca mais quero namorar vsf eu perco o interesse em todo mundo,0.0
 o pau mandado da namorada/duas voz,0.0
"povo da meu número p outros e nem me pergunta se pode, fico puta ",0.0
enfia a consideração no cu ana paula que saco,0.0
 kkkkkkkkkkkkkklkkk pqp,0.0
porra mano a léia é mt ruimmmm,0.0
bora porra faltam 2 pontos crlh,0.0
vou lavantar da cama nem cá porra hoje ,0.0
rt  quero foder,0.0
rt  pago pra ver.   ,0.0
"focar na minha faculdade, estudar pra um caralho pra mostrar para o que eu vim.",0.0
hoje ela pode se achar muito simm!,0.0
 carai spfc sem limites mlk,0.0
"ainda bem que eu não fui hoje pqp imagina ficar menstruada lá encima da serra, nossa e toda aquela água e eu n uso interno e nem ia tá preparada",0.0
" eu quero q o estado e o capitalismo vao tomar no cu irmao
tudo bgl de troxa",0.0
"Diariamente eu tenho q fazer um puta esforço pra ir pra etec 
E lá eu tenho q ficar aguentando cara feia de quem ouviu o lado da história do mano que fica se fazendo de coitado",0.0
rt  tirando as pregas do cu !!!! ,0.0
"Porra...se eu tiver que fazer esse processo todo para quebrar um ovo vou morrer de fome, custa quebrar o ovo devagar com uma colherzinha??? ",0.0
puts essa já não dá mais,0.0
 po feio eh ficar reparando nos outros sendo q n eh exemplo ,0.0
"QUERIDO DIÁRIO... comecei a ler polemic agora e estou com raiva do pai do Jungkook, ele é chato pra caraLHO, velhote nojento, homofóbico... devo mudar esse sentimento ruim ou ele vai mudar?

 
",0.0
caralho ta mo frio,0.0
mano como é que eu vou sair de short nesse frio hoje.... puta que paiu,0.0
  faz sentido pra caralho essa porra,0.0
"thiago querendo dormir e eu fazendo vrs perguntas, ta puto cmg ja ",0.0
fazendo miojo pro almoço pq ne sem condições nenhuma ficar em pe por uma hr fazendo comida so pra mim com essa dor da porra,0.0
caralho que anjo,0.0
   Puta que pariu o the gift não é a mesma soundtrack original do filme qual a dificuldade de entender que só tem artista africanos que a América não consome????,0.0
feio é favor fds,0.0
ava had a immense piranha,0.0
o auge foi eu chorando no final da festa pq tinha duas sapatao na minha frente se beijando e zoando uma com a outra nao pude evitar só sentir,0.0
to chorando pq to muito feia,0.0
"aí acho que o lance do gato vai rolar, puta que pariu",0.0
"to tão fodido esse semestre, vou ter tanta matéria ruim que parece que elaboraram a grande em chernobyl",0.0
maloma é meu cu,0.0
véi n existe um defeito nessa porra,0.0
esse cara é muito sem noção pqp,0.0
  kkkkkkkkkkkkk pqp!,0.0
qualquer coisa eu tô chorando hj pqp,0.0
puta merda tinha esquecido como la casa de papel é bom,0.0
rt  esta ilha é a cena mais tóxica de sempre pqp,0.0
"e ligam pra avisar que vao passar aqui a tarde, entao me avisa a tarde porra",0.0
"se vcs seguirem o  até  ele chegar a mil seguidores...

eu darei o cu.",0.0
a mas curitiba tá um frio do carai,0.0
" ela chegou 4 horas da manhã, com outro gato e como se nada tivesse acontecido essa cara de pau kkk",0.0
" gerem uma gru e paguem pro governo então, seus filhos da puta. já que gostam de pagar impostos, fica a dica.",0.0
 pqp...nada mudou.,0.0
"Escolhendo uma personalidade para amanhã:
a) adulta, séria e responsável;
b) sunshine kitty, bem influenciada pelo sol em leão;
c) empoderada e bonita pra caralho;
d) cult, do contra, refinada;
e) séria, Kitty, empoderada e cult.",0.0
tomo no cu kkkkkkkkkk bem feito,0.0
"  já imagino até qm seja, é mtt fdp pqp",0.0
 caralho eu tbm fudeu,0.0
 mano eu to com o cllr na caxinha de som e abri esse video na mo inocencia pqp kkkkksksksksksksks,0.0
kkkkkkkeu amo essa história pqp ainda bem que vendi minha alma pra entrar no cefet,0.0
o chico buarque mais novo nosss senhora eu dava um trato nesse homem pqp,0.0
fica sem internet e muito ruim pqp ...,0.0
mano vai se fuder  n faz isso comigo serio ,0.0
 ver tiee na chuva não rola kkkkk,0.0
"pras pessoas que nunca experimentaram comida japonesa:

não experimentem 
é sério
sa porra é viciante e cara pra caralho",0.0
parece que sim hmkk,0.0
" rala rolas
abraço hetero é um cara ralando a rola na rola do outro",0.0
" é miltão, infelizmente essa emissora onde vc trabalha, está cheia deles,inclusive o patrão.essa band virou um lixo.",0.0
porra faz um ace e depois caga no pau tomar no cuuuuu,0.0
" essa da gol aaaaaaa
porra, tem uma do o boticário quê é sobre adoção.... as lágrimas rolam",0.0
que ódio disso snrs,0.0
caralho q recepção péssima pelo amor de deus,0.0
  anão mané kkkkkkkkkkkkkkkkkkkk,0.0
"GÁS DA BOLÍVIA TERIA QUE SER DE GRAÇA PARA O BRASIL ATÉ PAGAR A DÍVIDA QUE DEVE PARA PETROBRAS QUE O FDP DO LULDRÃO DEU AO ÍNDIO.
Bolívia afirma que contrato fixa ""penalidades"" se Brasil comprar menos gás ",0.0
    kkkķkkklkkkll morro com honra no pau de arara mas não peito pra fascista filho da puta igual q vc,0.0
rt  lembro me de foder o computador ao jogar gta  ,0.0
"tirei caso da chifruda assumida!  

o berro que eu deiiiiii!!!!!!!! 

socorro viado",0.0
QUATRO PAÍSES EUROPEUS JÁ QUEREM INVESTIR NO NORDESTE: João Azevedo se reúne com governadores da região e com embaixador francês nesta segunda-feira - Polêmica Paraíba ,0.0
carai ficou foda,0.0
to ficando com a pele oleosa logo nessa última semana de férias e surgem várias espinhas pqp,0.0
"meu tio acabo de manda um ""mas o nazismo só existiu pq os alemao sao burro"" 

aiai",1.0
" por isso que ele vai se reeleger porra!

vcs do globo são burros pra caraleooo kkkjj",0.0
 kkkkkkkkkkkkkkkkk menor no sj entao....porra,0.0
cagou o pau,0.0
pqp eu amo vôlei demais vamos pra tóquio porra,0.0
finalmente desbloquiei essa porra de cartão,0.0
 kkkkkkkkkkkkkkkkkk te amo caralho,0.0
"meu quarto está geladao então está gelando a casa toda, porra tá um frio do krlo",0.0
fodase irmão vai te tomar no cu,0.0
não se pode nem dormir mais.....amanhecemos com um juíz armando uma bomba dessas contra nós !!! pqp!,0.0
"existem milhares de pessoas que comem tudo que é errado e não engordam e tem os que engordam

a veia ta entupida do mesmo jeito A QUESTÃO É QUE VOCÊ É UM FILHO DA PUTA GORDOFOBICO",0.0
carai de ônibus,0.0
"não é cu doce ,eu realmente não te quero !",0.0
eu odeio gente sonsa caralho vsf,0.0
"uns filhos da puta desses tem e que esquartejar, cortar dedinho por dedinho",0.0
lembrando do dia q fui furar e a mulher disse q minha orelha é feia,0.0
a jen mostrando a linguinha af garota toxica do caralho me fazendo sofrer,0.0
