text,hate speech
LoMásLeídoLainmigraciónilegalenMelillaofrecedatospreocupantes:un40%másen2018,0
ElreggaetonárabedelosanunciosdeYoutubenojuegacarro.,0
NOME?,0
"Hierbamalanuncamuere,dicen.Esunpedazodeimbecilqueojalalecerraranelcanal.EselLogan/Jakepaulespañol.Escoria",0
MatangenteconSindromedeDownynopuedenejecutaralasdecenasdeárabes,1
//QUENOTEPEGOUNAPEGATINAENLACARANOMÁS,0
SileounavezmásqueVictoriaDondasemerecíaquelareprimanporPUTAsalgoalostiros.,0
tuputamadrenotequeriaofender.perotelomereces.,0
"Callatehijodeputa,soselprimeroenjustificarypromoverestamierda.",0
Los5minutosdgloriadeunaasociacióngraciasaTVE.2edicionesdelofrecieronampliacoberturaalacontralosdelsaltodeladeCeutainterpuestaxunaasociaciónfantasmaconconexiones,0
“ElGobiernohareforzadoelsistemanacionaldeproteccióninternacionalydeacogidaalaprobarunaofertadeempleopúblicoextraordinariayadicionalde323plazasdestinadasamejorarlaatenciónalossolicitantesybeneficiariosdeprotección...”,0
Puralocuraestosarabes!,0
Seríaparapartirselapollasiahorayopongoquetodaslasmujeressonbasura.,1
CállateputaperradespuésquieresquenoseamamóncontigoputaperradejadecreertegringasinacisteenlaCDMXdeseguro,1
ALOSINMIGRANTESILEGALESHAYQUEDEPORTARLOSASUPAISDEORIGEN¡¡YA!!-ElGobiernocrearáunmandoúnicopolicialparacombatirlainmigraciónilegalvía,1
Ysitúeresunodelosamigosquelecelebraelcomportamientodeesoshombreserescómplicedelacososexual.,0
Ysupadrenoesacusadoporintentodeviolaciónyacososexualyotrasagresionessexuales?Lasmujeresquelodenuncianmás5,0
Abortodeardilla—Jajacallateabortodeperrasarnosa,1
"Contamecuantoscasosdeabuso,acosoyviolaciónsoncontadosenelmomentooenelmimoañoquesucedeelhecho,porquelasestadísticasmuestranquelavíctimapuedetardarmeses,añosyhastacallarsedeporvidaporsentirmie",0
"PFFFFFFFT.Yawish,güera.",1
Aaaaacallatemalditaperraquevostambienmetenesabandonada,1
AfirmoconenojoquesuformaestáhaciendotonteríasymalacosoenJapón.,0
-MACHISTA!-Machista¡¿yo?!-MachistaDiosqueoshizoinferiores,1
Esverdad...yosiempreacosoamujeresdefaldashastalarodillaybotasbaqueras!!yelpeinadotambieninfluyemuchisimo...,1
"Enestasnoticiassiempremevoyaleerelfinal.Sí.Ahídondeponeesode:""""...unindividuodeorigenMAGREBÍ...""""YsinoloencuentroentoncesséqueeraSUBSAHARIANO.inmigraciónInmigrantesNO",1
"Osmerecéisquelafiscalíaactúedeoficioporundelitodeacosolaboral.Algúndíaesetipodeactosospasaráfactura.Alberto(directordehoy)penséqueerasmásprofesional,peroerestanindecenteygroserocomolosot",0
"Suelepasar,tetengoqueenseñarunodonde600comentariosde700medicenlomismo,quéputarisa!!",0
Meencantamivestidodemujerzuelazorrasuripanta.Noselosvoaenseñar…aún.,1
Yaporfincon98%libredepuntasgüeras,1
Antojadadedulcesárabes...Baklavatepienso...,0
NosturnamosparaenseñarlelapollaaGranadosenelcomedor.,0
MenosmalqueelínclitoMarlascanoshaabiertolosojos!!TIENELACULPADELAINVASIÓNDENEGRATAS!!ÉstosPsoepodemitasnotienenarreglo!!!DIMISIÓNYA!!!!!!!!!!!!!,1
"Ydosalmusulmono,unaporgilipollas,yotra,porsilapierde.",1
Porquenosemuerenmangadeboludos.Acosoesacosoacayentuculochau,0
"Losárabesysimilaresconsudoblemoraleselreynodlosmayatesdondelamujerlavencomounaamenazaasuscochinadasqsehacenenlooscuritoensusclubsdeamiwis,liberaralamujerarabeesdificilporqsusmentesestanamoldadas,hacernegociosconellos,lopeor.",1
"SedeberíaincluirenlasescuelaslaasignaturadelIslam,yaqueparael2050Españaserámayoríamusulmana,yasíempezaraadaptarse.",1
"Enfermahijademilputaylaconchagordaquetepariosoretatemerecesunamuertelentaydolorosa,teodioteodioteodioteodiogordacinica",1
Comonolocagoapalosunabuelooabuela.selomerecíaelhijodeputa.AnimalesSueltosesperoquelehagaspreguntasalhuesoslpelotudodeMACRI.habladellavadodeMACRIforro,0
"Conqvenganmuchosyasobra,aquí.Haydemasiadosdtodos.Subsaharianosenlascallestirados,manterosperjudicandocomercioslegalesyvendiendocopias,marroquíesdondetrabajaelyvivenlamujer4niñosy4abuelos.Enciudadesypueblosestamosllenos.Asucasa!",1
"Basta!Ponedpieenparedatantaprovocaciónycortadlahumillacióndeestoscuatrohijosdeperra,",0
perraestúpidadiciendoesastonteríasenmitlnoseñor,1
LaOpinión:¿Porquélaindustriaagrícolanodefiendealostrabajadoresindocumentadosquetantodepende?.atravésde,0
DIRASAHORAQESUNAPATRAÑAQTUERESUNDIOSQERESINCORRUTIBLECPNCHADETUPUTAMADRELADRONPRESOTUKEIIKOYPPK,0
"Alemania.Chuloinmigrantemusulmányasabequeeselfuerteenunpaísquehaclaudicado.Prontolevantaránatumadre,atuabuela,atuhijadelautobúsquehanpagado.¿Porquénotenemossangre,ya?Despierta,España!Wakeup,Europe!",1
"Unamujerdenunciaacoso,abusooviolaciónylamandanalacasa.Despuesquierenpararlosfemicidiosponiendolesmaspena.Cuandonoteda,noteda.",0
1-Acosonoesabusoniviolación2-Naturalizarunacosocomosinadasinmediarpalabraqueretracteconductasnoestániunpocobueno,0
"Mimamáhaceempanadasárabesparaelviernes.180ladocena.Elquequierameavisa.Esdecarnetierna,lohacemosamisobrinito.Tiene2años.Ahremarginal",0
TUTYAKESXLANOXEKENTEORIATUERESLALISTAMENUDAPUTAMIKERDADEROLEPLAYESTASMOSAHCIENDOTUSPUTOSAMEURTOSAFASA,0
LenaDunhampreparaunaseriesobrefeminismoparaHBO'Afirmanqueserodaráintegramenteenunacocina.NewCine,0
Aprendíadeciralgunasgroseríasenárabeypractiquéconunclientequemesúpercagó,0
"Miraloqietedigo.Medaigualqueseagabacha,peroesodeserWeasleycomoqueno.",0
"Asícomoamuchoslesencabronaquelesdigannegrosamitambienmeencabronaydoblequemedigangüera,paramínoesunalagonimuchomenossuperioridad",1
"tuvetealaverga,putosudaca",1
"meencantaloguarraqueeres,tefollariahastaprovocarteunnuevodesgarrovaginal—siprovocasundesgarrovaginalfollandofollasbastantemal",1
"CuandovengaaUruguayyolevoyaenseñaradecir'losiento,perra'ahre",0
IaddedavideotoaplaylistPIOLADITINGANCIAdiscuteconuninmigranteMexicanoylomandaa,0
"Creoqueapartirdeahoraempezareasubirvideosaytcagandomeenlaputamadredetodoelqueselomerezca,mevoyaforrarcontodoelsubnormalquehaysuelto.Empezaremañana.",0
Sisomossudacasquenosenote(?),1
ABULAPUTAAMDEWFELICIDADESTELOMERECESMUCHISIMO,0
CaricachupasPresentaNombresdeTaqueríaschidasPorejemploDecochinadaLoscocuyosGüerosBoturiniAbanicosRamiroTepitoDemilanesaElPapiElpaisaCuñaó,0
Quepandadehijosdeputaestáishechos.Elúnicositioenelquemerecíaestaresentrerejas.,0
Putaescoriaesquientehacesentirasídemalporquenotemerecessentirteasídemal.,0
Entuculo.Esmipolla.,0
Cállatequeesdemipuebloputazorra,1
"Lasnuevas'autoridades'deinmigraciónselodicenclaroa:""""GibraltarnoesunapuertadeentradaaEspaña…coneltemaBrexit,elReinoUnidovaadejardeformarpartedelaUniónEuropa.Lainmensa...",0
Callatequesisalistesobriamalditaperra,1
CALLATELAPUTABOCATIO,0
"CÁLLATE,ERESPERFECTOMALDITASEANOLEHAGASCASOALAPERRAZORRADETITÁN,QUETEVALGAPUTAVERGALOQUEDIGA,AAAAAAAAH",1
"Comportamientoejemplar..nopagabilletesecuela,lepillanyseponechuloyamenaza,quebuenaeslainmigraciónsincontrol,nosentranpersonasagradables,amablesquesolobuscanestarencimatuya..peronopasanada.",1
Unpolicíanacionalseinfectadesarnaaltrasladarainmigrantesdeunapatera,1
"Puesnoéramosunpaíslaico??MeheperdidoalgoyahoraelIslamnoesunareligión??Quéserálopróximo,quitarlasayudasalaiglesiaparadárselasalasmezquitas??Marquelaxensudeclaraciónparaayudaralamezquita...",0
¿alguienquetengaelnumerodelgüerodesupervale?,0
"Babyyosé,quetúeresbienputayoloséLapuseencuatroperonuncalabesé",1
Yocuandoalguienmedicegüera?,0
"CuandotuereslaúnicaquesabehacerPicowayResolveytodasquierenquelesenseñes,tesienteslamásperradelmundo",0
"Viviraladefensivaenunbellolugar....quetodospodríandisfrutar,árabeseisraelíes",0
"Internetsenosfuedelasmanosymuchasvidaslaestánpagandoahora.Suicidios,acoso,violaciónalaprivacidad,exposicionesinnecesarias,robodeidentidad...ynoseestáhablandomuchodeello.Nocomodeberíamoshacerlo.",0
"Tú,comosiempre,dicestonterías.Lodelacosoescolarlohabéismencionadovosotros.Manipularsetedabien.Ytonto,eres,mucho.RenunciaatuactadediputadodelparlamentodeEspaña.Sinvergüenza.",0
loscomunistascuantosasesinatoscometieronconFranconoteviolabanporlacallenoteníasmorosconnavajasatracandonoteibasatrabajaryteokupabantupisomanterosdrogasyasesinosyrumanossudacascon150detenciones,1
escalladaesazorra,1
"Agostevoyaextrañarbochaperraperotemereceselmejorviajedetodostamomil,tevoyaextrañarmuchomuchoenserio",0
calláteperrasarnosatúhablandodecorrupción...yseteolvidolasalitadelSINcontucach....montesinos??,1
¿CuándoviajarálamujeralaLuna?Cuandosetengaquelimpiar.,1
"Estuve7HORASayudandoamiperraparaquetengaalosperritos,hace2DÍASquenodormíajajajamelomerecía",0
ZorraMontesinosasiSellamaKeikootumadre?BuenotodossabemosdedondevienelostentáculosoacasoerestanfanáticoparanovercomoAccionaestabandacriminal?.YdeJoaquínpuesesperaqueyavienelaprisiónpr,0
"Enmanosdefalito_de_jerezrevolverjerezenJerezDeLaFrontera,Andalucia,Spain",0
CALLATEHIJADEPUTAJAJAJAJAJAJAJAJAJAJA,0
Dalastuereslaescoriaademasnadieseacostariacontuhermanaconoofeaqes.,1
Todosestannegadosaenseñarmeamanejarhijosdeputayalosvoyaatropellartardeotemprano,0
"Ereslaputaama—Poresosoytúesposa,porquétuereselputoamo.",0
ApuestoqueerestanzorraquesialguienseacuestacontigoadquiereunaETS—Yosoycasivirgenasiquecállate,1
"No,tueresputaycasta",1
"Europanisehaenteradonisequiereenterardelainmigraciónmasivanidelacolonizaciónmusulmana,hastaqueseademasiadotarde...EncuantoaMarruecosunpaischantajistayloestamosviendodespuesdehabervioladonuestrasfronterasestahordadesubsaharianos...",1
Ymepongoárabecuandotomooo,0
FRASESÁRABESMASBELLASDELMUNDO–ProverbiosÁrabes,0
{Lilinetteesunaputa.Perotúeresunamor<3},1
"Ojalarecibamosmasinmigrantescomotuynoputosnegratas,nosoyracista,yorespetomuchoaloslatinos—gilipollas",1
"Porquésedeseafeliznavidad?Esunputasemanademierda,yaestábiendetonterías.",0
ElsábadoenmodoárabecomodijoDavid,0
minoviaesunaguarranoseduchadesdeelañopasado,0
"Esquesinceramenteniputagraciamehaces,ysimeinsultasmenos,asíquecallatelaputaboca,gracias.",0
Callatesinimemandaszorra,1
Quieropegartepqestásbienimbécilydespuésdarteunbesito.,0
"AlomejorsialguiennoluchaporalguienesporqueNOMERECESLAPUTAPENA,nosiempreesculpadelquenolucha.",0
mefolloalosnegratas,1
"Infeliznoseriaunterminoqueelsemerezca...NosoyDiosparajuzgar,peroestehijodeputamereceelinfiernoentierra.",0
"Ratayatevaatocaryentufamiliaunaenfermedadlentaycruelesloquetemereceshijodeunaperraporquedeahívenís,nadaduraparasiempreDivertiteahorayallegarálahora...",0
Joooooloooovvvvsoyunamanchanegraenunaescueladegüeros.,0
"Laextremaderechanoengañayaanadieymenosalosquetrabajanenordenarlaidentificación,traslado...GuardiascivilesdelavalladeCeutasospechanqueRiverayCasadovisitanlafronterasursolopara“hacerselafoto”vía",0
Jajajajajajajajajajajajajjajajajajajajacállateputareventada.En4añosmereciboahreyaki,1
"Noentiendolasentradasamiblog...Tengopúblicoirlandesydeeeuu??Sonbots?Mesecuestraranlos3arabes?Nose,perometoelchivodemiblogporquepuedo.",0
Nosvasaenseñarlapolla???,0
"UnvicepresidentedelaDiputacióndeAlicante(PP)abogapor""""deportacionesmasivas""""deinmigrantes,aquienesacusadeuna""""invasiónsilenciosa""""Éstenosabequecorresangreárabeporsusvenas.....https://t.co/N6VVByRhDF",0
"Detodoslospaísesárabes,esMarruecosqueseajustealafantasíadeSherezadeymilyunanochesdelmáscercanos.Esunaciudaddecallessubterráneas,laarquitecturaantiguaysecretajardinesamuralladosquedicenmuchoacercadeunahistoriaqueerarealy...",0
Namaporquetúeresunaperrasincorazón,1
"Ydigoyo...sisepretendedarunmensajepuramentepolítico,porquénoseloescribenauntíoenlapolla",0
"Noshanrepetidounaydiezmilvecesquenopodemosdevolveralosinmigrantessubsaharianos(hayandelinquidoono)porquenohayacuerdosdecolaboraciónconesospaíses.Puesbien,ahoravaisaverlorápidoquenosdevuelvenalvioladorqueseescapóenCantabria.",1
"HolasoyLeoytú?AHHHsí,túeresPendejoporqueMARCASVUELTACUANDOYALAESTÁSDANDOhijodetuputamadre",0
ElministroAlejandroFinocchiaronosprometíaFinlandia🇫🇮enEducaciónhacepococoncolaborando!HoyconelAJUSTElejosdeparecernosaFinlandiaestamosmáscercadeparecernosacualquierpaíssubsahariano....!!!Lástimano??,1
KAMIIIIIIIIGAAAAAATUERESLAAMIGAQUESEMETELASPOLLASDOBLÁSENELCOOOOOOÑOOOOOOOZORRAVETEATOMARPORCULOOOOOPEAZOPUTAANDAZORRAAAAA*isingitlikeCamina*,1
Pobreniñojesús...porquesilellevanloquetuereslevaacaertremendocomunistahijodeputaencima!desdevenezuelaconcariño...argentinosinvergüenza,0
CállatePendejo.Pinchezánganovividordelpueblo.NosjodesconsuputaLeyDeSeguirdadInteriorytodavíavienesynosregañas.Noeresmásqueunhijodereputisimamadre,0
"Aúntengomisdudasporquedicenqueunhombreesputoporestarconhombres,entonces,¿unamujeresputaporestarconmujeres?",1
yacállateputanieresoficial,1
"EspañatienepresupuestoparaenviarpatrullerasdelaArmadaarecogersubsaharianosymagrebíesalascostasdeMarruecos,peroniunduroparaponerguardiascivilesymaterialantidisturbiosenCeutayMelilla.Quéraro,¿verdad?",0
"Elacosonoentraenlaficción.representáslavozdemilesdemujeresquefueroncalladas,fuerza",0
"Tambiénteestresatodohermana'ybuenogil,callatelaputamadre",0
noloeres.callatejode.hostiaputayanotedigolagiraqueestoyintentandosacarmaldito,0
Exigen.Perraasesinanecesitamostenertecerdahijadetuputamadrerateracomotúylosniñosconcáncerqueseteolvidaperra,1
QUÉESPERANPUTOSSUDACASCONTRATENALCALVODEALMEYDATIRENPARO,1
elempujónenplancállatelaputabocaaa,0
"AndrejBabiš,PresidentedelGbnoChecorechazadeplanolainmigracionsubsahariana.NolosqueremosenChequia,nuncatendrianunempleoyparamantenerlosaqui,qselesayudeensuspaisesdeorigen,suscostumbresnosoncompatiblesconlasnuestras",1
"Cállatemmvg,hoytesacolaputa",0
Puescállateyadeunaputavezquemehasenviadocasi20mensajespesao.Yseguroquecomoeresgilipollasseguiráshijodelagranputa,0
"Enmicasapareceapropósito,cuandoduermohablancasigritandoloshijosdeputalesvoyaenseñararespetarafacazolimpio",0
Porquelasmujeresvandea2albaño?pormientrasunacagalaotraleaprietalacabezaparaquesalgatodalamierda.,1
Callatehdpqvoscontussimioskkpo.pjykksonlaescoriarentadadeestepaisdecuartagraciasmugrientocharlatan.seguicobrando200lucasymandaalosnegrosviolentosalacalle,0
"LedecíaCÁLLATELAPUTAQUETEPARIÓ,INVITAMEACANTARCONVOS,NOTEDASCUENTAQUETEAMO?DALEPORQUEYOOOONOQUIEROSERTUNOVIAAA,YLASPALMASARRIBABIENARRIBABIENARRIBAAAANOMEIMPORTATUHISTORIAASBSBDISAEEEEEWACHOLABIRRA,",0
MattDamoncriticacampañacontraelacosoylaviolaciónsexual-LaPrensadeHonduras,0
"CALLATE,sonlapeorescoria...MalditosvosytupartidoojaláocupesrivotrilparadormirporquenotenesunaglándulaquelosHDPnotienenqueesconciencia.",0
Cuandoelcoreanoseponecalienteperotueresunaperrafriamasfriaquerusiagilculiaonomas,1
meponeMUYnerviosalagentequehaceunboxingsdeálbumesysequedamediahoraenseñandolaportadaycadaputapáginacolega,0
"Sihaydiferencia,siestuconocidaysabésquenolevaamolestarnoesacoso.Cualquiercosafueradeesoesacoso.Fin.",0
"HolaHéctor,contodoelrespetoquetemereces,queprofesióntieneshijodeputa?",0
"tueresputaaquí,sinotegustalynatampocoparaandarlainsultandoporelmundoestupidademierda",1
Sueresnazimerecesqueunhijodeputamáshijodeputaquetútemate.Yasíconstruiremosunfuturoalucinante.MevoyconTrumpoconPutin.Estonoesparamí.,0
"MarlaskahanombradojefedelaUCOaquienhastaahoraestabaalfrentedelosGRS,elgrupodelaqueatendíalas""""avalanchas""""deinmigrantesenlavalladeCeutavía",0
¿Quépensáisdeesteartículo?,0
"Quepelotudossonlosreligiosos.Losárabespuedenserjudíos,cristianos,musulmanes.Lástimaquelosjudíossecreen‘unarazasuperior’.",1
Sémiputita.LlámameguarraMUERDEMELOSPEZONESayyyysveabuscaralniñoalcole.,1
“Elmaestrodecíaqueviniéramosenminifaldaysinbragas”elacososexualquehacíaunmaestroenlauniversidad,0
Yamercurio?Cuandoacabeconlaluna,0
callateyretomalaputaserie,0
"LeeraSamiNaïrparaentendermejoraEuropa:""""Eltemordelantedelainmigraciónnoesproductodeunaxenofobiacongénita[...]sinoelprecioquesepagaporlaprofundacrisissocialprovocadaporlagestiónultraliberaldelaeconomíaeuropea""""",0
¿cualeseldiadelamujer?-Eldiamenospensado-,1
SivasaenseñarEnséñabienhijadetuputamadresiempreeslamismamierda...PENDEJA,1
"Genialesodereírosenlacaradelasprostitutasquehayanelegido,libremente,serloqueson.Sabíaisquehastasehanasociado?Yalgunashastatienenestudiosydecidenigualmenteejercer!Quécosas!",0
Yoteniaunfoliollenodemapasquemishermanasnousaronymequedabanamiyalquemepidiera,0
CÁLLATEPERRA,1
Tueresunazorraladronanomedistemicuentadeldirectobuuupasadodejaime,1
medioqsiledecísCRUSHalqtegustateremerecesqnotebolanuncaentuputavidadecileeseqquieroqmerompaelortoelwacholindonoselacosasana,0
"Miperrameodia,esenseñarlelacorreapasalirapasearysepiracorriendoaesconderse.Esmasvagaqueyocasi",0
Sabesprovocareructosapostasinnecesidaddebebercocacolaninadacongas?—Soisunaputapesadilla.,0
"Nosotroscomotudicesseremosgentuza,tueresunagranhijadeputa,ademásconpintadezorra@LaFallaras",1
Refugiosdemenoresinmigrantesenmanosdedepredadoressexuales⁦@EPN⁩⁦@lopezobrador_⁩⁦@M_OlgaSCordero⁩⁦@AristeguiOnline⁩⁦@CIDH⁩⁦@CIDHMX⁩,0
ojalápoderpegarleunpuñetazoamicerebroydecirlequemedejeyaenpazmachoqueinsistenteerescállateyalaputabocajoder,0
callategordababosaigualqtuperra,1
"TúereslaPERRABASTARDAquejustificóelasesinatodeunPatriotaporqueerafalangista.EresunamierdaSECESIONISTA,yunabasuraMARXISTA¿yteatrevesacalifica",1
Pocoosmereceishijosdeputa,0
"Puta,tantosañosdeserbffynisabesqueperfectamenteyotepuedoenseñar.",1
Mehagustadounvídeode(https://t.co/aUa4gDQJqf-CAILLOUENTRAENLAMATRIX(Episodio5)EspañolsudacaHD).,0
Ontueresmuyperra,1
Túapoyasalaescoriaterroristadelestadoespañolputoimbécil,0
"Derepentemesiguieron3cuentasverificadasarabes,helpnoquieromorir",0
Cállatelabocagordohijodeputa,0
"LodeSalousoloeselprincipio.YaestánsaliendomuchosautocaresrumboaCataluñallenosdesubsaharianos,porquedicenqueallíColaulistratadelujo",0
"MientraselpresidenteokupasiguedevacacionescadadíalleganaEspañacientosdeinmigrantesilegalesporelefectollamadaprovocadoporelGobierno.Yahanllegadomásilegalesqueentodo2017.YloquepreocupaaBruselasesel""""riesgopopulista"""".",0
Hayvariaspaginasdefeministasalasquedeberiadarlesverguenzaexponersusideasyaquenotienennipiesnicabeza,1
Quiencoñoestavotandomecagoenlaputaosmerecéisunmacheteenlatráqueasiemprefielalaslentejascabrones,0
CifradeinmigrantesindocumentadosquellegóaEspañayasuperaaladetodoel2017,0
UndíalargoCALLATEHIJODEPUTAESTABASJUGANDOALPÁDEL,0
Noentiendoporquelavidaesasí..ellossonescoria..sondelincuentes..Nosotrosmerecíamosmásesetítulo.Quehicimosmal?,0
LASGANADORASDELPRIMERSORTEODEENTRADASPARALAÚNICAFIESTAEXCLUSIVAPARAMAYORESDE18AÑOSDESUDACA&amp;LAISLA️FELICITACIONESNOSCOMUNICAREMOSPORPRIVADOCONTIGO️,0
"Yteneslacaraparadecir“selomerecía”PERRADEJAMENODECIRTELOQUETEMERECESPORQUENOESTOYTRATANDODEQUEMESUSPENDAN.YLUEGO,intentasvenirporbtsporqueclaro,porquéno?",1
"Callate,qtusiqtpresenta.Pedazodperra",1
Lesarabes,0
CoñoehtumadremalditaperrapudretemamaguebaTueresculpable,1
Pasabuenasfiestascontufamiliatuquepuedes.EseEsElMensajeycallatelaputaboca.nimurcianasnihostias.Ylashostiasqtedeberiandaratiporputobocaza.,0
"Aunquenotodosseamosvioladores,nolaculpoenabsoluto.Sinoerescomoesaescorianohayporquésentirseofendido.",0
callatehijodetuputamadre,0
MeTooEscándalosdeacososexualyelriesgodebanalizarlaviolaciónvía,0
"SegúnmiabuelaNatachaJaittsemerecíaquelepeguesuex.Porhaberlehecho'eso'aLatorre,porquéesputa,porquésaliótarde,porquéfuemalatodalavida.",1
Jajajaja!Quétíoscachondoslosalbañiles:Cómobromean.,0
Deellamequedoelgustoporlamúsicaárabe,0
LaredoTexas:Asegurana25indocumentados14viajabanescondidosencajasdecarton,0
Callatevoschupapijatecomiste7dealemaniacornudohijodeputa,0
DenuncianabusosexualenrefugiodeniñosinmigrantesdeArizona|DiarioNoticiasWeb,0
Perropontealeersudaca,1
"Claro,porsubirlafotoqueledélaputaganaasuTwitteresunaguarra.Asociasenseñarcarneconserguarra.Esperoqueseasdelosquellevajerseydecuelloaltoenplenoverano.",0
Aldueñoborrachodestecocheqmacabodencontrarabandonadoenunacuneta:merecesloqthapasadohijodputa.Xsuertenadiesecruzóentucamino.,0
Dr.Enquematerialoenseñaronesevocabulariodeperradeburdel?,0
InstanagranjerosdeColoradoa“defender”asustrabajadoresindocumentados,0
"Acabasenloscalabozostdesahuciandtucasaysitatrevesaprotestar,tdenuncianporserunasinpapelesytmandandvueltaatupaisdeorigenporilegal.VamoslomismoquesientrasenEspañailegalmente.Ahhhnoqaquítdanpapelesyunapaga.SeranFachasenEspaña.",1
"BuenosdíasGüera,solopasóadesearteulindofindesemanaencompañíadetúPríncipe.Quésediviertanmuchoydisfruten.️️Besitos.",0
¿HipocresíadeEstadosUnidosfrentealconflictonicaragüense?vía,0
"CALLATEPUTADEMIERDA,RESPETAALDIOS",1
Mecagontodo2tíosenclaseapruebanyllevan35minquejándosedesunotatíoquehasaprobadocallatelaputaboca,0
"Placermorbosoposarlapuntademipollaentucoñoyempujardespacio,sentircomoseamoldaamisvenas,lapresiónalpasar,esecalorhúmedoquemeponetancachondo",0
"PAQTUMERECLAMAS,HAYMILESDEMUJERESQDICENQMEAMANPEROTUERESLAPUTAQSIEMPREYOMONTOENENLACAMA",1
Escuchémuyatentamentesuintervenciónynopudodecirmástonteríasenmenostiempo.Notieneniputaideadenadaymenosdevela.TeleeréenelABC,0
"ApplausosparatiMuchasfelicidadesGüera,esasombrosoveryleer,todoloquehascrecido.",0
ESASCOSASYOTRASPUEDENPASARPORMANTENERALAINMIGRACIONILEGALENESPAÑAYNOEXPULSARLOS¿NO?-LaagresióndelosmanterosaunturistaponeaColauenunaprietovía,1
Callatezorracarademono,1
Buahchavalsemehansaltadolaslagrimasdelobienquelohahecho.ANAWARERESLAPUTAAMATIATEMERECESTODOYESTAMOSORGULLOSOSDETIJODEROTDirecto16D,0
NuestradirectoraejecutivaAlexandraSossaestaráhablandoenlaradiosobreproblemasqueunoconfrontaeneltrabajo.Sintoniceparamasinformación!“ElshowdelaGüera”Lunes20de...,0
QueLasMujeresSonPerraso.O?NoParceroNoHayMujerPerraSinoCansadaDeQueUnHombreNoLeDemuestre...,0
"Delosmorosnosepuedeesperarnadabueno,yestotelodicenlospropiosárabes.Quetambiénhanluchadocontraellos.StopInvasionStopIslamClosebordersOpenborders.",1
esmuyobvioqvanaperdermihermanaesunaputaytunoviaesél,1
"LomejorquelepasoaFloridafuequehubieracompetenciadeSudaca,porqueahoratodosmetenbuenasofertas",0
Callateputasivostetomashastaelaguadelazanja,1
Estachicadenunciaunaviolacióninvisibilizadayloqueospreocupaesquedigaqueelagresorteníapolla.Soisimbéciles.,0
Sientoquemigüeravinoarompernoselestereotipodelatíaqueselapasacuidandoasuschingosdeplantasensucasayasusgatos.,0
NosoyracistaperoQUEASCODANLOSPUTOSMOROS.COMODEPENDIESEDEMIQUEENTRASENENESPAÑALOLLEVABANCLAROESTOSIMPRESENTABLESGUARROSYMALOLIENTES,1
"Yhoysábadotambiénsetrabaja!PorquetocóserlindaperonomillonariaenDistritoFederal,Mexico",0
tuitweresunaerramientaqpuedellegaratodoelmundo...Sipudiésemoshacerlesllegaralmundoárabeesaposibilidaddemostrarnossucariñopornuestratierracomotantodicen...MediantelaayudaalclubdelCALIFATO....PARAELLOS5O10MILLONESNOSONNADA...,0
"Nomevisteborracha,nomevistelocapornadie,simplementenomeviste.Asíquecállatelaputaboca.",0
Mepasaconmisamigosárabes:v,0
"Solíandecircacaporlaboca,semerecíanunpocodecintaaislantepa'cerrarladeunaputavez.Sonprecisamentelosactosyfrasesdeldíadía,losmicromachismosmásancladosenlasociedad,losquejamásnosdejaránavanzar.Estasnavid",0
"Putamadre,buscartrabajoenMéxico,esentrevistarteconArgentinos,Colombianos,Peruanos,Brasileñosymisfavoritos:zafiosgachupinesparaquetedenchambaentupropiopaís.",0
"Callatemalditazorra,teextrañovolveya",1
"Ytúereslaperramayor,Hux.Notemuerdaslalengua.—Ruedalosojos,colocándoseaquelgorroyquitándoleelpolvodeencima,deteniéndosedegolpefrenteael.—Yheacabadomientrenamientodehoy,asíque,no.",0
Cállatenegrademierda.Tujefepolíticosecagoenellosjubiladoscuandofuejefedegabinete.FlordehijadeputaSos,1
TodotueresbienperramamaguevoJAJAJAJAJAJAJAJA.,1
Cállateperraporquéyotq,1
ElmasterdeCasadonohasidogratis.Lovanapagarlosinmigrantes.,0
Graciasadiosmispapasmeenseñaronhablarbastantebienynoandoporlacallegritandomeputacon'amigas',0
VamosDIVAZATUPUEDESTUERESLAMASPERRA,1
"aVERSIESVERDADY,dejandodeserunbulo,seimponeunpocodecorduraenEuropa.",0
"Meolvidéunmillóndecosas,perobueno,tunoviaesmuydoris.TEAMOMUCHO,ZORRA.MEENCANTASDEMASIADO.",0
Putaquesadcallate,1
"Yasieso,despuésdelosnegros,moros,sudacas,chinosydemás,yasieso,noscentramosenayudaraespañolesenESPAÑA.Hijodeputatraidor.",1
Ufffcuandosuenaárabeenlelacsemeparaelpene,0
Todoesjijiyjajaconloschistessobreárabesybombashastaquetetocaconunodeellosenunvuelo,1
MovimientoSEMENRTplease!,0
Lounicoquetemerecesporserunaputabaratajajaja,1
CÁLLATEPUTAZORRABORRACHADROGADICTA,1
"lanoviaesmasputayelpelotudosigueestandoconella,nipabostalaminamaszorrayelnihablarmasgiltodavía,lerekbio",1
HayunachicaquegritacomolaputamadreCALLATEPORDIOSCNCOConSG,0
TuereselalemántontoqueusaeltraductorporquenotieneniputaideadehablarespañolyquedicegilipollecesenYoutube?VivaEspañaqueesyserásiempretupaís🇪🇸🇪🇸🇪🇸!!,0
