Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
Spanish,No,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Spanish,No,60/40,LR,"Liblinear solver, standard C",No,No,,
Spanish,No,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Spanish,No,60/40,LR,"Liblinear solver, large C",Yes,No,,
Spanish,No,60/40,LR,"Liblinear solver, large C",No,Yes,,
Spanish,No,60/40,LR,"Liblinear solver, large C",No,No,,
Spanish,No,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Spanish,No,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Spanish,No,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Spanish,No,60/40,LR,"Lbfgs solver, small C",No,No,,
Spanish,No,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Spanish,No,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Spanish,No,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Spanish,No,60/40,LR,"Lbfgs solver, standard C",No,No,,
Spanish,No,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Spanish,No,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Spanish,No,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Spanish,No,60/40,LR,"Lbfgs solver, large C",No,No,,
Spanish,No,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Spanish,No,70/30,Naive Bayes,Multinomial,Yes,No,,
Spanish,No,70/30,Naive Bayes,Multinomial,No,Yes,,
Spanish,No,70/30,Naive Bayes,Multinomial,No,No,,
Spanish,No,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Spanish,No,70/30,Naive Bayes,Bernoulli,Yes,No,,
Spanish,No,70/30,Naive Bayes,Bernoulli,No,Yes,,
Spanish,No,70/30,Naive Bayes,Bernoulli,No,No,,
Spanish,No,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Spanish,No,70/30,SVM,"Linear kernel, small C",Yes,No,,
Spanish,No,70/30,SVM,"Linear kernel, small C",No,Yes,,
Spanish,No,70/30,SVM,"Linear kernel, small C",No,No,,
Spanish,No,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Spanish,No,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Spanish,No,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Spanish,No,70/30,SVM,"Linear kernel, standard C",No,No,,
Spanish,No,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Spanish,No,70/30,SVM,"Linear kernel, large C",Yes,No,,
Spanish,No,70/30,SVM,"Linear kernel, large C",No,Yes,,
Spanish,No,70/30,SVM,"Linear kernel, large C",No,No,,
Spanish,No,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Spanish,No,70/30,SVM,"RBF kernel, small C",Yes,No,,
Spanish,No,70/30,SVM,"RBF kernel, small C",No,Yes,,
Spanish,No,70/30,SVM,"RBF kernel, small C",No,No,,
Spanish,No,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Spanish,No,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Spanish,No,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Spanish,No,70/30,SVM,"RBF kernel, standard C",No,No,,
Spanish,No,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Spanish,No,70/30,SVM,"RBF kernel, large C",Yes,No,,
Spanish,No,70/30,SVM,"RBF kernel, large C",No,Yes,,
Spanish,No,70/30,SVM,"RBF kernel, large C",No,No,,
Spanish,No,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Spanish,No,70/30,LR,"Liblinear solver, small C",Yes,No,,
Spanish,No,70/30,LR,"Liblinear solver, small C",No,Yes,,
Spanish,No,70/30,LR,"Liblinear solver, small C",No,No,,
Spanish,No,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Spanish,No,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Spanish,No,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Spanish,No,70/30,LR,"Liblinear solver, standard C",No,No,,
Spanish,No,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Spanish,No,70/30,LR,"Liblinear solver, large C",Yes,No,,
Spanish,No,70/30,LR,"Liblinear solver, large C",No,Yes,,
Spanish,No,70/30,LR,"Liblinear solver, large C",No,No,,
Spanish,No,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Spanish,No,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Spanish,No,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Spanish,No,70/30,LR,"Lbfgs solver, small C",No,No,,
Spanish,No,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
Spanish,No,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Spanish,No,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Spanish,No,70/30,LR,"Lbfgs solver, standard C",No,No,,
Spanish,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Spanish,No,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Spanish,No,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Spanish,No,70/30,LR,"Lbfgs solver, large C",No,No,,
Spanish,No,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Spanish,No,80/20,Naive Bayes,Multinomial,Yes,No,,
Spanish,No,80/20,Naive Bayes,Multinomial,No,Yes,,
Spanish,No,80/20,Naive Bayes,Multinomial,No,No,,
Spanish,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Spanish,No,80/20,Naive Bayes,Bernoulli,Yes,No,,
Spanish,No,80/20,Naive Bayes,Bernoulli,No,Yes,,
Spanish,No,80/20,Naive Bayes,Bernoulli,No,No,,
Spanish,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Spanish,No,80/20,SVM,"Linear kernel, small C",Yes,No,,
Spanish,No,80/20,SVM,"Linear kernel, small C",No,Yes,,
Spanish,No,80/20,SVM,"Linear kernel, small C",No,No,,
Spanish,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Spanish,No,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Spanish,No,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Spanish,No,80/20,SVM,"Linear kernel, standard C",No,No,,
Spanish,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Spanish,No,80/20,SVM,"Linear kernel, large C",Yes,No,,
Spanish,No,80/20,SVM,"Linear kernel, large C",No,Yes,,
Spanish,No,80/20,SVM,"Linear kernel, large C",No,No,,
Spanish,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Spanish,No,80/20,SVM,"RBF kernel, small C",Yes,No,,
Spanish,No,80/20,SVM,"RBF kernel, small C",No,Yes,,
Spanish,No,80/20,SVM,"RBF kernel, small C",No,No,,
Spanish,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Spanish,No,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Spanish,No,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Spanish,No,80/20,SVM,"RBF kernel, standard C",No,No,,
Spanish,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Spanish,No,80/20,SVM,"RBF kernel, large C",Yes,No,,
Spanish,No,80/20,SVM,"RBF kernel, large C",No,Yes,,
Spanish,No,80/20,SVM,"RBF kernel, large C",No,No,,
Spanish,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Spanish,No,80/20,LR,"Liblinear solver, small C",Yes,No,,
Spanish,No,80/20,LR,"Liblinear solver, small C",No,Yes,,
Spanish,No,80/20,LR,"Liblinear solver, small C",No,No,,
Spanish,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Spanish,No,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Spanish,No,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Spanish,No,80/20,LR,"Liblinear solver, standard C",No,No,,
Spanish,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Spanish,No,80/20,LR,"Liblinear solver, large C",Yes,No,,
Spanish,No,80/20,LR,"Liblinear solver, large C",No,Yes,,
Spanish,No,80/20,LR,"Liblinear solver, large C",No,No,,
Spanish,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Spanish,No,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Spanish,No,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Spanish,No,80/20,LR,"Lbfgs solver, small C",No,No,,
Spanish,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Spanish,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Spanish,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Spanish,No,80/20,LR,"Lbfgs solver, standard C",No,No,,
Spanish,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Spanish,No,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Spanish,No,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Spanish,No,80/20,LR,"Lbfgs solver, large C",No,No,,
Italian,All,60/40,Naive Bayes,Multinomial,Yes,Yes,,
Italian,All,60/40,Naive Bayes,Multinomial,Yes,No,,
Italian,All,60/40,Naive Bayes,Multinomial,No,Yes,,
Italian,All,60/40,Naive Bayes,Multinomial,No,No,,
Italian,All,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,All,60/40,Naive Bayes,Bernoulli,Yes,No,,
Italian,All,60/40,Naive Bayes,Bernoulli,No,Yes,,
Italian,All,60/40,Naive Bayes,Bernoulli,No,No,,
Italian,All,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,All,60/40,SVM,"Linear kernel, small C",Yes,No,,
Italian,All,60/40,SVM,"Linear kernel, small C",No,Yes,,
Italian,All,60/40,SVM,"Linear kernel, small C",No,No,,
Italian,All,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,All,60/40,SVM,"Linear kernel, standard C",Yes,No,,
Italian,All,60/40,SVM,"Linear kernel, standard C",No,Yes,,
Italian,All,60/40,SVM,"Linear kernel, standard C",No,No,,
Italian,All,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,All,60/40,SVM,"Linear kernel, large C",Yes,No,,
Italian,All,60/40,SVM,"Linear kernel, large C",No,Yes,,
Italian,All,60/40,SVM,"Linear kernel, large C",No,No,,
Italian,All,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,All,60/40,SVM,"RBF kernel, small C",Yes,No,,
Italian,All,60/40,SVM,"RBF kernel, small C",No,Yes,,
Italian,All,60/40,SVM,"RBF kernel, small C",No,No,,
Italian,All,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,All,60/40,SVM,"RBF kernel, standard C",Yes,No,,
Italian,All,60/40,SVM,"RBF kernel, standard C",No,Yes,,
Italian,All,60/40,SVM,"RBF kernel, standard C",No,No,,
Italian,All,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,All,60/40,SVM,"RBF kernel, large C",Yes,No,,
Italian,All,60/40,SVM,"RBF kernel, large C",No,Yes,,
Italian,All,60/40,SVM,"RBF kernel, large C",No,No,,
Italian,All,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,All,60/40,LR,"Liblinear solver, small C",Yes,No,,
Italian,All,60/40,LR,"Liblinear solver, small C",No,Yes,,
Italian,All,60/40,LR,"Liblinear solver, small C",No,No,,
Italian,All,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,All,60/40,LR,"Liblinear solver, standard C",Yes,No,,
Italian,All,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Italian,All,60/40,LR,"Liblinear solver, standard C",No,No,,
Italian,All,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,All,60/40,LR,"Liblinear solver, large C",Yes,No,,
Italian,All,60/40,LR,"Liblinear solver, large C",No,Yes,,
Italian,All,60/40,LR,"Liblinear solver, large C",No,No,,
Italian,All,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,All,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Italian,All,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Italian,All,60/40,LR,"Lbfgs solver, small C",No,No,,
Italian,All,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,All,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,All,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,All,60/40,LR,"Lbfgs solver, standard C",No,No,,
Italian,All,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,All,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Italian,All,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Italian,All,60/40,LR,"Lbfgs solver, large C",No,No,,
Italian,All,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Italian,All,70/30,Naive Bayes,Multinomial,Yes,No,,
Italian,All,70/30,Naive Bayes,Multinomial,No,Yes,,
Italian,All,70/30,Naive Bayes,Multinomial,No,No,,
Italian,All,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,All,70/30,Naive Bayes,Bernoulli,Yes,No,,
Italian,All,70/30,Naive Bayes,Bernoulli,No,Yes,,
Italian,All,70/30,Naive Bayes,Bernoulli,No,No,,
Italian,All,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,All,70/30,SVM,"Linear kernel, small C",Yes,No,,
Italian,All,70/30,SVM,"Linear kernel, small C",No,Yes,,
Italian,All,70/30,SVM,"Linear kernel, small C",No,No,,
Italian,All,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,All,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Italian,All,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Italian,All,70/30,SVM,"Linear kernel, standard C",No,No,,
Italian,All,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,All,70/30,SVM,"Linear kernel, large C",Yes,No,,
Italian,All,70/30,SVM,"Linear kernel, large C",No,Yes,,
Italian,All,70/30,SVM,"Linear kernel, large C",No,No,,
Italian,All,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,All,70/30,SVM,"RBF kernel, small C",Yes,No,,
Italian,All,70/30,SVM,"RBF kernel, small C",No,Yes,,
Italian,All,70/30,SVM,"RBF kernel, small C",No,No,,
Italian,All,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,All,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Italian,All,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Italian,All,70/30,SVM,"RBF kernel, standard C",No,No,,
Italian,All,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,All,70/30,SVM,"RBF kernel, large C",Yes,No,,
Italian,All,70/30,SVM,"RBF kernel, large C",No,Yes,,
Italian,All,70/30,SVM,"RBF kernel, large C",No,No,,
Italian,All,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,All,70/30,LR,"Liblinear solver, small C",Yes,No,,
Italian,All,70/30,LR,"Liblinear solver, small C",No,Yes,,
Italian,All,70/30,LR,"Liblinear solver, small C",No,No,,
Italian,All,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,All,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Italian,All,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Italian,All,70/30,LR,"Liblinear solver, standard C",No,No,,
Italian,All,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,All,70/30,LR,"Liblinear solver, large C",Yes,No,,
Italian,All,70/30,LR,"Liblinear solver, large C",No,Yes,,
Italian,All,70/30,LR,"Liblinear solver, large C",No,No,,
Italian,All,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,All,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Italian,All,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Italian,All,70/30,LR,"Lbfgs solver, small C",No,No,,
Italian,All,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,All,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,All,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,All,70/30,LR,"Lbfgs solver, standard C",No,No,,
Italian,All,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,All,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Italian,All,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Italian,All,70/30,LR,"Lbfgs solver, large C",No,No,,
Italian,All,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Italian,All,80/20,Naive Bayes,Multinomial,Yes,No,,
Italian,All,80/20,Naive Bayes,Multinomial,No,Yes,,
Italian,All,80/20,Naive Bayes,Multinomial,No,No,,
Italian,All,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,All,80/20,Naive Bayes,Bernoulli,Yes,No,,
Italian,All,80/20,Naive Bayes,Bernoulli,No,Yes,,
Italian,All,80/20,Naive Bayes,Bernoulli,No,No,,
Italian,All,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,All,80/20,SVM,"Linear kernel, small C",Yes,No,,
Italian,All,80/20,SVM,"Linear kernel, small C",No,Yes,,
Italian,All,80/20,SVM,"Linear kernel, small C",No,No,,
Italian,All,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,All,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Italian,All,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Italian,All,80/20,SVM,"Linear kernel, standard C",No,No,,
Italian,All,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,All,80/20,SVM,"Linear kernel, large C",Yes,No,,
Italian,All,80/20,SVM,"Linear kernel, large C",No,Yes,,
Italian,All,80/20,SVM,"Linear kernel, large C",No,No,,
Italian,All,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,All,80/20,SVM,"RBF kernel, small C",Yes,No,,
Italian,All,80/20,SVM,"RBF kernel, small C",No,Yes,,
Italian,All,80/20,SVM,"RBF kernel, small C",No,No,,
Italian,All,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,All,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Italian,All,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Italian,All,80/20,SVM,"RBF kernel, standard C",No,No,,
Italian,All,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,All,80/20,SVM,"RBF kernel, large C",Yes,No,,
Italian,All,80/20,SVM,"RBF kernel, large C",No,Yes,,
Italian,All,80/20,SVM,"RBF kernel, large C",No,No,,
Italian,All,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,All,80/20,LR,"Liblinear solver, small C",Yes,No,,
Italian,All,80/20,LR,"Liblinear solver, small C",No,Yes,,
Italian,All,80/20,LR,"Liblinear solver, small C",No,No,,
Italian,All,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,All,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Italian,All,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Italian,All,80/20,LR,"Liblinear solver, standard C",No,No,,
Italian,All,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,All,80/20,LR,"Liblinear solver, large C",Yes,No,,
Italian,All,80/20,LR,"Liblinear solver, large C",No,Yes,,
Italian,All,80/20,LR,"Liblinear solver, large C",No,No,,
Italian,All,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,All,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Italian,All,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Italian,All,80/20,LR,"Lbfgs solver, small C",No,No,,
Italian,All,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,All,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,All,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,All,80/20,LR,"Lbfgs solver, standard C",No,No,,
Italian,All,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,All,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Italian,All,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Italian,All,80/20,LR,"Lbfgs solver, large C",No,No,,
Italian,Filtered,60/40,Naive Bayes,Multinomial,Yes,Yes,,
Italian,Filtered,60/40,Naive Bayes,Multinomial,Yes,No,,
Italian,Filtered,60/40,Naive Bayes,Multinomial,No,Yes,,
Italian,Filtered,60/40,Naive Bayes,Multinomial,No,No,,
Italian,Filtered,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,Filtered,60/40,Naive Bayes,Bernoulli,Yes,No,,
Italian,Filtered,60/40,Naive Bayes,Bernoulli,No,Yes,,
Italian,Filtered,60/40,Naive Bayes,Bernoulli,No,No,,
Italian,Filtered,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,Filtered,60/40,SVM,"Linear kernel, small C",Yes,No,,
Italian,Filtered,60/40,SVM,"Linear kernel, small C",No,Yes,,
Italian,Filtered,60/40,SVM,"Linear kernel, small C",No,No,,
Italian,Filtered,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,Filtered,60/40,SVM,"Linear kernel, standard C",Yes,No,,
Italian,Filtered,60/40,SVM,"Linear kernel, standard C",No,Yes,,
Italian,Filtered,60/40,SVM,"Linear kernel, standard C",No,No,,
Italian,Filtered,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,Filtered,60/40,SVM,"Linear kernel, large C",Yes,No,,
Italian,Filtered,60/40,SVM,"Linear kernel, large C",No,Yes,,
Italian,Filtered,60/40,SVM,"Linear kernel, large C",No,No,,
Italian,Filtered,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,Filtered,60/40,SVM,"RBF kernel, small C",Yes,No,,
Italian,Filtered,60/40,SVM,"RBF kernel, small C",No,Yes,,
Italian,Filtered,60/40,SVM,"RBF kernel, small C",No,No,,
Italian,Filtered,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,Filtered,60/40,SVM,"RBF kernel, standard C",Yes,No,,
Italian,Filtered,60/40,SVM,"RBF kernel, standard C",No,Yes,,
Italian,Filtered,60/40,SVM,"RBF kernel, standard C",No,No,,
Italian,Filtered,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,Filtered,60/40,SVM,"RBF kernel, large C",Yes,No,,
Italian,Filtered,60/40,SVM,"RBF kernel, large C",No,Yes,,
Italian,Filtered,60/40,SVM,"RBF kernel, large C",No,No,,
Italian,Filtered,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,Filtered,60/40,LR,"Liblinear solver, small C",Yes,No,,
Italian,Filtered,60/40,LR,"Liblinear solver, small C",No,Yes,,
Italian,Filtered,60/40,LR,"Liblinear solver, small C",No,No,,
Italian,Filtered,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,Filtered,60/40,LR,"Liblinear solver, standard C",Yes,No,,
Italian,Filtered,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Italian,Filtered,60/40,LR,"Liblinear solver, standard C",No,No,,
Italian,Filtered,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,Filtered,60/40,LR,"Liblinear solver, large C",Yes,No,,
Italian,Filtered,60/40,LR,"Liblinear solver, large C",No,Yes,,
Italian,Filtered,60/40,LR,"Liblinear solver, large C",No,No,,
Italian,Filtered,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,Filtered,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Italian,Filtered,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Italian,Filtered,60/40,LR,"Lbfgs solver, small C",No,No,,
Italian,Filtered,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,Filtered,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,Filtered,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,Filtered,60/40,LR,"Lbfgs solver, standard C",No,No,,
Italian,Filtered,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,Filtered,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Italian,Filtered,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Italian,Filtered,60/40,LR,"Lbfgs solver, large C",No,No,,
Italian,Filtered,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Italian,Filtered,70/30,Naive Bayes,Multinomial,Yes,No,,
Italian,Filtered,70/30,Naive Bayes,Multinomial,No,Yes,,
Italian,Filtered,70/30,Naive Bayes,Multinomial,No,No,,
Italian,Filtered,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,Filtered,70/30,Naive Bayes,Bernoulli,Yes,No,,
Italian,Filtered,70/30,Naive Bayes,Bernoulli,No,Yes,,
Italian,Filtered,70/30,Naive Bayes,Bernoulli,No,No,,
Italian,Filtered,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,Filtered,70/30,SVM,"Linear kernel, small C",Yes,No,,
Italian,Filtered,70/30,SVM,"Linear kernel, small C",No,Yes,,
Italian,Filtered,70/30,SVM,"Linear kernel, small C",No,No,,
Italian,Filtered,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,Filtered,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Italian,Filtered,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Italian,Filtered,70/30,SVM,"Linear kernel, standard C",No,No,,
Italian,Filtered,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,Filtered,70/30,SVM,"Linear kernel, large C",Yes,No,,
Italian,Filtered,70/30,SVM,"Linear kernel, large C",No,Yes,,
Italian,Filtered,70/30,SVM,"Linear kernel, large C",No,No,,
Italian,Filtered,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,Filtered,70/30,SVM,"RBF kernel, small C",Yes,No,,
Italian,Filtered,70/30,SVM,"RBF kernel, small C",No,Yes,,
Italian,Filtered,70/30,SVM,"RBF kernel, small C",No,No,,
Italian,Filtered,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,Filtered,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Italian,Filtered,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Italian,Filtered,70/30,SVM,"RBF kernel, standard C",No,No,,
Italian,Filtered,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,Filtered,70/30,SVM,"RBF kernel, large C",Yes,No,,
Italian,Filtered,70/30,SVM,"RBF kernel, large C",No,Yes,,
Italian,Filtered,70/30,SVM,"RBF kernel, large C",No,No,,
Italian,Filtered,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,Filtered,70/30,LR,"Liblinear solver, small C",Yes,No,,
Italian,Filtered,70/30,LR,"Liblinear solver, small C",No,Yes,,
Italian,Filtered,70/30,LR,"Liblinear solver, small C",No,No,,
Italian,Filtered,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,Filtered,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Italian,Filtered,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Italian,Filtered,70/30,LR,"Liblinear solver, standard C",No,No,,
Italian,Filtered,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,Filtered,70/30,LR,"Liblinear solver, large C",Yes,No,,
Italian,Filtered,70/30,LR,"Liblinear solver, large C",No,Yes,,
Italian,Filtered,70/30,LR,"Liblinear solver, large C",No,No,,
Italian,Filtered,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,Filtered,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Italian,Filtered,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Italian,Filtered,70/30,LR,"Lbfgs solver, small C",No,No,,
Italian,Filtered,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
